SOYAD, SAYI
BOLKAZ,8
ABANOZLU,8
ERGELIR,8
CUCIK,8
ALISEROGLU,8
BALLUCA,8
BIZAROGLU,8
TAGARGOR,8
BANGUS,8
YIGICI,8
COLCAYIRI,8
KURABIYEER,8
UCVEREN,8
GULICIMEN,8
ZURAR,8
GULFES,8
LEYMUNI,8
BICEM,8
KANSAV,8
NALBAK,8
BILNEK,8
SERTDUR,8
KAVRAKAC,8
SAGBALTA,8
BINBASIOGULLARI,8
AHMADI,8
REVANLICA,8
ATIFI,8
KUNANCI,8
CAVLA,8
IGDISOGLU,8
KIRVANC,8
KUSTUTAM,8
MERKOZ,8
UGURLUBAY,8
TESTEMEL,8
DAROVA,8
YAMALGAN,8
GURYAPRAK,8
HACIYAKUP,8
BURUKEFE,8
ZILDOGEN,8
MEDARLIOGLU,8
ZIYPAN,8
GUDEKAN,8
ZENGINTAS,8
BILGECTI,8
ALPTOSUN,8
OZKENDI,8
KAZBOGAZOGLU,8
LOPOGLU,8
HEPOLGUN,8
KUCUKTABAN,8
SELAMCIOGLU,8
KARAMANBEY,8
KARTOPAN,8
ILIKTEPE,8
ALTIBUDAKLI,8
KAYILAP,8
AVKAL,8
MANDAMLAR,8
HASLAKER,8
GEMIN,8
DUYEL,8
NILITAS,8
GUDEAYLAN,8
HAMZALAR,8
ONURLUCAN,8
PEKMEZSATAN,8
KALEYENCI,8
GOLDELIOGLU,8
CAKIMCI,8
KIRAZALDI,8
SALANTAS,8
FIYAKALI,8
ABUDAK,8
TESTEGUL,8
BURK,8
PECOK,8
GIRIL,8
NAYMANCI,8
SACICILAR,8
TEHER,8
C.,8
CAMBOLMESI,8
SERTARSLAN,8
OZCENLI,8
ZANGALOGLU,8
ORGURS,8
DEREKO,8
PEPELI,8
CIYILLI,8
GURDILLER,8
BASUYMAZ,8
DURNALOGLU,8
SABAHGIL,8
DUBEKCI,8
GURURE,8
OZDARI,8
ESGIBAY,8
KUCUKCAYKOYLU,8
KESGINLI,8
TEZYOL,8
PISTIRI,8
TORUMCU,8
KUSTARAK,8
TURKAYDI,8
TOPDIK,8
DEMPER,8
HOPBA,8
ONTASCI,8
YASITER,8
ONYAZICI,8
ARBUN,8
KOKBAKIR,8
AZKESGIN,8
BURSUKOGLU,8
YUMRUTASLAR,8
ENISELER,8
ONAG,8
DIZMENLER,8
HASSULUN,8
ICENGIL,8
HASTUREL,8
ORHUNER,8
OTEYUZOGLU,8
BAGOREN,8
ILGENER,8
OCAKSEV,8
KINBILLAR,8
ATURGIL,8
NEVI,8
ERTUNCELLI,8
INDIBA,8
BOCUNE,8
SEPETOR,8
ALMACAN,8
KANDURAZ,8
CIDEROL,8
BASKINER,8
EDGUNLU,8
BALCIMAN,8
TEZERISENER,8
YELMENER,8
OZPALALI,8
KATLIDAG,8
TIRKEMIS,8
ALTINOKLAR,8
HEPVIDINLI,8
BASAKYAZICILAR,8
OZCAYMAZ,8
TUZLULAR,8
SAMTOZ,8
ATCEVIR,8
TURGAYOZ,8
DIKTIRICI,8
ELDEGMEZ,8
GUNNERI,8
GORDUS,8
OZUNLULER,8
ILKPEHLIVAN,8
AKPAS,8
ANATEK,8
BABACI,8
CAGUSAN,8
KUDEMEN,8
KIRIKEL,8
CEVIL,8
KOCASAVRAN,8
ANMIS,8
DEMIRPAZU,8
SENSONMEZ,8
MEKIC,8
OZMENAY,8
BEYZATLAR,8
KUCUKNISANCI,8
OZDONMEZLER,8
TARASLAR,8
PEKSELBES,8
UNLUALP,8
ZORYENEN,8
KAMILLER,8
KULAHBASTI,8
METINEMET,8
SENGA,8
NORKENT,8
SUKMAN,8
DEDELEN,8
ZERYOK,8
ACINCAN,8
AFILI,8
YALIHUYUK,8
KESMELIOGLU,8
CANOLCA,8
OZKURALPLI,8
SOYADA,8
BADEMCIGIL,8
YENIMAN,8
KEPIRLI,8
RUAYOZ,8
OBALIOGLU,8
EVCINIK,8
DURYILMAZ,8
KAHVERENGI,8
ESKIHANCILAR,8
HASUZUN,8
INREC,8
OZSABANCI,8
OMERREISOGLU,8
KAAT,8
SUURLU,8
FAFULAKIOGLU,8
BABEKOGLU,8
HISLIGIL,8
GOKERLER,8
TEKELICAYI,8
GLIS,8
ASKILI,8
DERVISBEY,8
KANIL,8
HATIRLA,8
ILKGUZ,8
AKKOSTEPEN,8
HAZNECIOGLU,8
TALBEY,8
FIDANKOL,8
SAPIGUMUS,8
IGDEDALI,8
ERCAZIP,8
KUREMEN,8
SENPEYNIRCI,8
BOYUKKARCI,8
KAYMAKSEL,8
MUZMUR,8
DOGDUS,8
AGAMBERDI,8
BALAMUTCU,8
GUYULAL,8
DOGANAKCA,8
AKBOGUM,8
ZIGEN,8
KACOK,8
MUMUGDAY,8
BASCAYLAK,8
ZIIR,8
KOCATULU,8
ARBOY,8
CEVAHIRTAS,8
COKMAN,8
SANTU,8
CAMLIBOZ,8
DUZELTGEN,8
SIRGAN,8
KOSTURAN,8
YILMAZGOKTAY,8
SEVIMICOK,8
MAAN,8
KANDIHAR,8
KUCUKKILCI,8
GURKULAK,8
NALDUKEN,8
GONULBAYOGLU,8
KARAERLER,8
PESKESCI,8
IRGATCI,8
ISKARACI,8
TUTUNBAKAN,8
YONETKEN,8
AYKUTA,8
LORTLAR,8
ERCIRAK,8
HOSTEKELI,8
GULKAVUN,8
ERKAVUNCU,8
ERHOS,8
HOSSEMERCI,8
LALESEVEN,8
BAHCAVANOGLU,8
YOKTANVAR,8
BASARICIOGLU,8
SENKUYUCU,8
NORMANER,8
ERUNER,8
BALIKDERE,8
DINCTOYGAR,8
KURSOVA,8
KATKICILAR,8
GEYIKCAN,8
YETGEN,8
CANLIGUL,8
OZMOGUL,8
BASTURKCU,8
YURTBULAN,8
KOCANLIOGLU,8
ATPINARI,8
ZORLUPEHLIVAN,8
BASBESIKCI,8
ARSLANERGUN,8
CABEY,8
KUMEKCI,8
DARIKUS,8
BUGRULOGLU,8
VARDARLICAN,8
VATANBULUR,8
DIKIMCI,8
TAMGENC,8
KARAMARCAN,8
KEYKUBATOGLU,8
YILGAR,8
SEVERENGIZ,8
SADIKZADE,8
IRIMESI,8
TUYER,8
ORIMAMAK,8
TAVIER,8
OKCEKECE,8
PEHLEVI,8
ZULIOGLU,8
NORSENLI,8
SEFLEKOGLU,8
AYKUTAN,8
YANBOLUDUR,8
TEMURAGAOGLU,8
OZDAK,8
SAKIROGULLARI,8
BAGIROVA,8
NURDAS,8
HACIKURT,8
BILICANOGLU,8
TERMI,8
KOKULAR,8
DELIKESOGLU,8
COGSUN,8
KANATKIRAN,8
KELLERLI,8
BERKUZ,8
MADRANEFE,8
BENLIBAS,8
HEREKLI,8
MORKOYUNLU,8
KUCUKTAKKA,8
NURKOC,8
CELEPAKSOY,8
ULUPUR,8
EYIIS,8
FINANKER,8
YUKSEKCINAR,8
DUTSEREN,8
DEVEHANOGLU,8
UZUNAKKAS,8
ALTINDOKER,8
CIRAKKUZU,8
SENGEZGIN,8
KUSAC,8
KOYAL,8
OZSONGUR,8
KARASOR,8
DISEY,8
ANAKURT,8
PARSAKSEN,8
OZIYCI,8
DAIM,8
YALVACKURAN,8
YAMIKKAYA,8
CIHANALP,8
DOGUDATEKGEZENER,8
KAVASCIK,8
BANUC,8
KUCUKSABANCI,8
DASTEKIN,8
USKAYA,8
KAFAFCI,8
CALISKANCA,8
ELKOYUN,8
PEKYAMANER,8
UZENIR,8
GIRIRLI,8
OZCAGLIN,8
KURKLULER,8
ESKIEVLI,8
TOZUMOGLU,8
KOLAMAZ,8
KAPAKIN,8
KARADAGDIR,8
KIRILDI,8
GELMEM,8
KOCKARSANTILIOGLU,8
MUSLUMOGULLARI,8
TEKGARIP,8
NIYAZIBEYOGLU,8
AGACTAN,8
TASKARABACAK,8
KARAALIN,8
KAYNATIR,8
UCKULOGLU,8
YILDAS,8
SUDABAY,8
KUCUKDANISMAN,8
DURANDAS,8
SAMUREL,8
KUPCEZ,8
AZABAGAOGLU,8
BENDCI,8
DACKAN,8
KARACIKLAR,8
UNDUCI,8
TOKSOYLER,8
YASDEMIR,8
BAKTIRAN,8
KARADUMANLILAR,8
EMILER,8
KOGUZLU,8
SELCUKALP,8
BERISE,8
TARMANGIL,8
ITUN,8
TIRANBASOGLU,8
KOCTAC,8
ACUNKAYA,8
ZONBAK,8
OCAF,8
DIKLE,8
GULHANE,8
BAKTAGIR,8
BENPAMUKCU,8
ALBERALAR,8
KARACIGOZ,8
VEDA,8
ILBES,8
OZCANPOLAT,8
KALDIROGLU,8
ISIGIGUR,8
RAYAMAN,8
CABAY,8
ALOKTEN,8
ONALDIN,8
YUNDUN,8
KURTBAYRAM,8
TALEBI,8
KUKUKCU,8
USCELEN,8
USLUASIK,8
AGIRGAN,8
AKANCA,8
YAYDEM,8
BUDAKLARDAN,8
SEVIMEL,8
SENDILLER,8
TAKKECILER,8
CAFEN,8
NIKBOLU,8
HASCEYLAN,8
SARIYIZ,8
DONMEZCAM,8
HEKEN,8
ASARAS,8
ONAYOGLU,8
KAVGAZ,8
KILICCIGIL,8
KIMIRAN,8
METOR,8
SIVATLAR,8
PAPA,8
KARAMUSUL,8
INSANCIL,8
FETAN,8
HACIKUCUK,8
CUMBAN,8
ERKINPAY,8
TERZIEROL,8
DURDUBAN,8
MEKTUPCU,8
GUCYILAR,8
DALKILIK,8
SAPMAZCAN,8
ACILLI,8
INALKUT,8
CALANGO,8
OZMECIT,8
MARIZ,8
BEGC,8
PU,8
SILKAN,8
NAMTIER,8
IBEKCI,8
EGERDIKER,8
SICAKKAR,8
BAGIRYILDIRIM,8
AMEL,8
ATABIN,8
OGUTCUTEMUR,8
KAYGISEFA,8
MAVAN,8
HELLAGUN,8
BAYANSALDIZI,8
VEZ,8
YELIC,8
TAYKUTOZ,8
KELEMET,8
KILISIK,8
KILICERSLA,8
MECNUN,8
MORKALA,8
HARZAN,8
SONBULBUL,8
KURULDAK,8
PAKYIGIT,8
ANIKYURTCU,8
SEYKE,8
SANLIKUN,8
UZUMSATAR,8
ISTEMEN,8
SURTMECE,8
PEKKESKINYUREK,8
GOLNAR,8
EDESLER,8
YALBUZDAG,8
FIGENGUL,8
EBRAHIMI,8
DOGGUN,8
SEYHZADEOGLU,8
UZELYASADIR,8
DASGAN,8
CAGIMLI,8
HOSKUSCU,8
BUYUKEDES,8
LEVENTSOZLU,8
BUCDE,8
KESTIROGLU,8
COKICER,8
BOYVADOGLU,8
ERSOZLUOGLU,8
SIRNEVAI,8
OCKAC,8
GULBUDAR,8
KANTEL,8
CALIMBAZ,8
TOPRAKEZEN,8
KUZGUNBAY,8
KOYUNGOZLU,8
OGULHAN,8
SEVGUR,8
GIRISOGLU,8
UZELMERIC,8
TABAGINOGLU,8
TAMURSOYLU,8
APUBAN,8
DIKYOKUS,8
CARIKCIBABA,8
DEMIRPAS,8
HAMRAS,8
TOPLUKAFA,8
GAZEZLER,8
MILTANLI,8
PARLAYANEFE,8
YIYENOGLU,8
MITINGOGLU,8
INECLI,8
UZELPASACI,8
TUKUCU,8
YENIGULAL,8
ULKERLER,8
ALTUNKASA,8
IYIGUNDOGDU,8
KARGOREN,8
TUREKENT,8
HARAZER,8
TASLIEL,8
CINCAR,8
TURGUTKURT,8
OZSAYLI,8
ASIKBEKIROGLU,8
CAPRAZLAR,8
BAZDOGAN,8
CEKERBICER,8
SEVGENAY,8
HAYIK,8
UZLIKCAN,8
CETINORGU,8
SEGIRT,8
FIKIRDESEN,8
TAVS,8
URULLAR,8
HOSERLER,8
OZALCIN,8
GORGIL,8
EZGIL,8
TABANDOGEN,8
ALINMISLAR,8
OZYETER,8
GOVERDIK,8
TURSAKOZ,8
PENAYIR,8
KIRANCESME,8
TULEKEROGULLARI,8
KONUKKUS,8
DOGRUBERDI,8
IMECILI,8
LIMONKOPARAN,8
UGRAKER,8
CAGRE,8
SABIRTASI,8
TAPUROGLU,8
SEVGUN,8
UNLUYILAN,8
YASKECE,8
KONCUL,8
TALSEK,8
AKYAKAR,8
OZGELLER,8
KISIROY,8
OZELMALI,8
SELKIK,8
KORONC,8
KANTUGLU,8
SAGLAMKAZANCI,8
NARINGULBEYAZ,8
BALIKCIELI,8
ERBASCIVAN,8
KARARTICIOGLU,8
CELIKKILICLAR,8
BELKO,8
GUCKEN,8
KAZANDIBI,8
PAYTEKIN,8
SAFAKSOKMEZ,8
CULDAM,8
OZBERKAN,8
POTURNA,8
GEYIKCIGIL,8
EREMEN,8
KOSEHASANOGULLARI,8
SAHINKARAKAS,8
ERYALAZ,8
POLATDIK,8
OKLUDIL,8
BATAKCIOGLU,8
SELLU,8
AKKIRICI,8
OZCAPACI,8
CANDASI,8
KOCASIMSEK,8
BUYUKMAZI,8
YAVAK,8
SERSAM,8
INIG,8
OZUKCAN,8
FIRATOKULU,8
BORAG,8
DURINGA,8
UNLUAT,8
GORKULU,8
BASGEN,8
BUCUKAR,8
SESITOK,8
TAYAL,8
UZELCELME,8
ZIBARO,8
BALILA,8
SALTANIK,8
YALAC,8
ERENDI,8
BORUZANLI,8
NERIMANOGLU,8
GOKBUGET,8
ULUSCUTURK,8
OZSUREKCIGIL,8
BEGGELDI,8
ALPAGET,8
CANLIKAS,8
SEZGINOL,8
BABAMAN,8
MODAK,8
ORUNK,8
SELAHI,8
ULUSAK,8
BIRSURED,8
FILIZGIL,8
NUSRAN,8
PERKOGULLARI,8
CANATAROGLU,8
BUNER,8
DIBLANZADE,8
KATARAN,8
BINAKURAN,8
EROLDOGAN,8
SAKTANBER,8
BEZEGIS,8
AKARKUT,8
ALKAPAR,8
TEKELBAGATUR,8
AVILETEN,8
TOPALMUSAOGLU,8
SAZLIKAYA,8
ZENCILEK,8
BUSUG,8
MAGA,8
SALAMLI,8
KERNA,8
BOYVODA,8
TINISGUN,8
ERISENLI,8
KEMANICI,8
NAYMANER,8
MANYER,8
KAHIRMAN,8
SAGBEN,8
ACUT,8
KAYTU,8
SERGUTENI,8
SILITAYLI,8
GUVENGEDIKOGLU,8
GOREROGLU,8
PUGAT,8
ELMAKOKU,8
BELICAN,8
IRDAYOGLU,8
USKUNDAG,8
YEGINGIL,8
YUCECAM,8
OLUKBOZ,8
CINKILOGLU,8
DONEBEGUM,8
SARISMAK,8
DALCAK,8
HOSMEYVE,8
ORIN,8
ERESIDIR,8
ABAMIR,8
MASAKOGLU,8
BALYEYEN,8
ASLILAR,8
ASLANALIN,8
NEKIS,8
DIDINBAS,8
TASKOSE,8
FIDANCICEK,8
BEKUC,8
TEMIRTAY,8
SEMDILLI,8
DASNIK,8
KASIYOGUN,8
SAGKALKAN,8
OPOZTURKCEDEN,8
ZENGINOLUN,8
IYISANBAYRALI,8
KELCIKOGLU,8
PLATINKOL,8
GOKSUGIL,8
KONORALP,8
TOMRUT,8
OZUCERLER,8
HAZIRTOK,8
K.TULEK,8
BALAGA,8
SALIVAN,8
GURBUZBILDIK,8
KIREZLER,8
SAKAMET,8
AKSEKIBELEN,8
OZOKUTGEN,8
DURDAHANOGLU,8
ALICLAR,8
BUSANLI,8
TOPERIM,8
PORYALI,8
HAMALYAN,8
MAHSAHIZ,8
HOSKAR,8
IGBAR,8
OZTURKLEVENT,8
SEVILMAN,8
KIRYER,8
BEKRIOGLU,8
GOREDE,8
HANYELI,8
OKURYAZAR,8
KUCUKDERKAR,8
GULDERDI,8
SOYSALGIL,8
MAHMUDOV,8
ETGINTOGRUL,8
EFRASIYAP,8
YANLIZOGLU,8
DIRACOGLU,8
TOPUZEL,8
SIIRT,8
KIZILCAAGACLI,8
BESLIKE,8
GUNELSU,8
BOYUKEKICI,8
GENCKAPTAN,8
CABKIN,8
KULABIYIK,8
OZKIYAK,8
MEHLEPCI,8
AGCABAG,8
KARATOPAC,8
TATANOGLU,8
UZDUVENCI,8
ERDILMAN,8
YELALIR,8
LIVCALKAN,8
KUNTAR,8
SAYARLAR,8
ARILIKAYA,8
UCOVA,8
ERGENEL,8
EKCIK,8
DURSU,8
BARTANER,8
TANCGIL,8
CIHANBEYENDI,8
TANLARYERI,8
INDERELI,8
KURTCAG,8
NEMUTLUBAKIS,8
MUDERIS,8
GONENTUR,8
UVENDIRE,8
GULAGAOGLU,8
SODER,8
TUSKUN,8
YALIMALEV,8
BAYNURLAR,8
TOMRUL,8
OLGUNDAN,8
PEKCEDENOZ,8
TEPEYUKSEL,8
VENEDIKOGLU,8
KIZILAKKURT,8
CETINDULGER,8
KUCUKTOMAC,8
URKUTLU,8
KARACELILOGLU,8
TUNGUSLU,8
GULLUBUNAR,8
KOCATACOGLU,8
KOYCEGIZLI,8
GUZELYUREK,8
ULUTOY,8
EMBUK,8
BELLICAN,8
CIRITBEYI,8
TOSKAYA,8
ESDIRICI,8
LONDER,8
ERLULE,8
ELSIKAR,8
CAFEROVA,8
KUCUKBESEN,8
ALPKONLAR,8
YEDICAM,8
KORKUTALP,8
UMBAYOGULLARI,8
UZNAY,8
PIRKEVI,8
MIHADIOGLU,8
SENISLEYENLER,8
CUNTSIR,8
DAVARCILAR,8
DEMIRDIKEN,8
OZPILIC,8
CANSEZER,8
YAYICIOGLU,8
SOYTEMEL,8
CATANLAR,8
FRITZ,8
NURFER,8
CICEKACTI,8
BAHSILI,8
TEKIPEK,8
DALGUNES,8
DUSEMBELI,8
ATARUK,8
KILCORAP,8
IYIIZ,8
CIMLIKAYA,8
DONERSU,8
KATLAVLI,8
GEDAOGLU,8
TAGTAS,8
SENELER,8
CETINGORUR,8
AMIRI,8
YERDENLER,8
ARIKTURK,8
ODOK,8
CIMRENLI,8
SEZERALP,8
BENIK,8
BAYGOROZ,8
AKERLER,8
BUYUKBEKCI,8
ISPIROGULLARI,8
OZALPAGUT,8
SONSIRMA,8
DUMENCIOGLU,8
BUYUKTAF,8
AKGEZ,8
GUNDENGUNE,8
HOFMANN,8
AKCURIN,8
PEKGELEGEN,8
KISTIN,8
RAFAN,8
PAZVANTLAR,8
BAKIRARAR,8
KUCUKKOCAOGLU,8
CINPER,8
BALLIEL,8
MENAKIPCI,8
HASUCAR,8
SOLON,8
GUNOGUR,8
OZKUBILAY,8
DINDIS,8
TUKALI,8
EBICEN,8
KASSERCI,8
IBRAHIMLI,8
IRMESE,8
GOKGULOGLU,8
TIGLAZ,8
INA,8
KARAVURAL,8
AYSAFAN,8
BESMIS,8
FERLICE,8
KASATAN,8
PALTUNCU,8
OLCAYLAR,8
MIRZAYEVA,8
MUHLISOGLU,8
DEMIRDOGDU,8
ALTINOG,8
GHEORGHE,8
GULSEKERCI,8
ATAIKIZ,8
MEDETTIN,8
KUNBETLIOGLU,8
KURTYUREK,8
KUPUSOGLU,8
GENCORNEK,8
YUFKACIGIL,8
ANDIRANGIL,8
MOCOS,8
YUZCELER,8
TEKTIMOR,8
GURDES,8
LITA,8
GONULDUSTU,8
GAZENER,8
OZENCEL,8
SULEZ,8
ANGELOVA,8
KOSKERTEPESI,8
TOMIN,8
BUYUKOLCA,8
KOCAHARZEM,8
KAMILCIHAN,8
MUZAYIK,8
BASKIRSEN,8
ARSLANNUR,8
ERTANYILMAZ,8
HURSEL,8
RENKSALAN,8
AZEKEN,8
SONKAL,8
SONAEREN,8
SOYKARAMAN,8
CALGUNERI,8
HAKIROGLU,8
GOZUODLU,8
DIKERKOL,8
HEPSEVER,8
PUSTACI,8
BICERSIN,8
KARAYILGIN,8
BUYUKYOGURTCU,8
NODULCUK,8
BABATUGUZ,8
KIRAYCI,8
BURUMCEKCI,8
SAGUNER,8
VARDARYILDIZ,8
FIKIRLER,8
DORAS,8
DEMIRURAL,8
ERBENLIOGLU,8
MATLIM,8
BESIMLER,8
SEYITKIRAN,8
KANDEMIS,8
HINDIKADIOGLU,8
ALKESER,8
PINARLIGIL,8
NURAYLI,8
NAVRAKLI,8
GOLELCIN,8
KURALIM,8
ANILANMERT,8
CETINGON,8
TOKTEMIR,8
ALPALTAS,8
YABUTLU,8
DORTLUK,8
MIDIKHAN,8
YANIKMAN,8
TATOZ,8
YALINOVA,8
BORCELER,8
OGULBULAN,8
CANBASAN,8
DUMDURU,8
ALIKOLEOGLU,8
HAYRABOLULU,8
OZBORCEK,8
BASKESIK,8
ECDAROGLU,8
CUNUNOGLU,8
HACIHABIBOGLU,8
SAKYATAN,8
KIRLANGICLI,8
RIFAT,8
ERSEYREK,8
YARSOY,8
TANKAY,8
CALLIALP,8
GOLHISARLI,8
HASTURGUT,8
ARICOBAN,8
AKDEMIRLI,8
GIZERLER,8
SUPCILLER,8
KOYUNLULU,8
SENGULLERDEN,8
KIRGEZENLER,8
KAVURANLAR,8
KUPYAPAN,8
MUZEKER,8
ACAI,8
COKSAVCI,8
MEYTIOGULLARI,8
LIMLI,8
CAHLIYAN,8
KIRCAALICOBANI,8
KATCESME,8
GOLCUOGULLARI,8
OZSAVMAN,8
YOLDURAK,8
GURHANLILAR,8
CIBUKCILAR,8
MERABASI,8
KURTKIZI,8
YORULMAZLARDAN,8
POMAKOGLARI,8
CENGELLENMIS,8
CORBACILARDAN,8
AYBAC,8
ATAKUT,8
KILINCTAKAN,8
SABIRMAN,8
KAFRAN,8
ALADINLER,8
TILKILER,8
RAKIRA,8
PIRKO,8
ATESCIDIR,8
FINDIKLIYEMIS,8
SERHATKULU,8
ERTUTKUN,8
EMCEK,8
ASULI,8
HABIBLER,8
NASILBILIRSEN,8
UZUNLARDAN,8
TAHTAOGULLARI,8
ZULUFOGLU,8
DERDINNE,8
CIVANGIL,8
ENICE,8
TUGGEZEN,8
ESEKCAMBAZI,8
COTUKKOPARAN,8
ADRIYATIK,8
ENGINALP,8
KOLANCILAR,8
DARGI,8
KANIKURUMAZ,8
TELBIZ,8
KARLUVALI,8
GOKCEYURT,8
KECIMEN,8
COGARA,8
AKURUT,8
DEVEKUS,8
NALLAYAN,8
KOSEVERMEZ,8
UKILMEN,8
KOCMER,8
OKLUER,8
KUCUKERGEN,8
CIVAKS,8
TAFA,8
ENEZLI,8
KUCUKDAVULCU,8
YALTAOGLU,8
DURMAZKAYA,8
KEMANKAS,8
YOLUZAR,8
KARAOSMANLI,8
AGZIPEK,8
GURALI,8
TEOMANCOMER,8
TUNCAYA,8
PIRINCUSTASI,8
SEPETEZER,8
GOTURENOGULLARI,8
GOKTURAPOGLU,8
SARPLAR,8
MAGARACIOGULLARI,8
USTUGEN,8
YENIBALCI,8
KUCUKKOZ,8
KUCUKYESILOGLU,8
OZOBEK,8
ELBERT,8
KIRECELLI,8
OZFILIZCILER,8
ENGINALEV,8
MASARECI,8
KARTUNCA,8
MARU,8
OZOLGAC,8
BELA,8
DUYSALAN,8
SAMAKOFLU,8
KARADUMANLAR,8
SIGINCI,8
DEMIRKARTAL,8
BASISARILI,8
ILCETUG,8
TOPAP,8
SOUKLUK,8
ADHAMI,8
OLHUN,8
OZKARTEPE,8
DALBAST,8
GOLKOY,8
OZDOGANER,8
TULUMLU,8
DASTAR,8
HAMAMOGLU,8
HAKLIOL,8
RAHATOL,8
DOGLU,8
ISICELIK,8
SUSACDI,8
KUMUKOGLU,8
GUVERCINLIK,8
GOKCAKAN,8
KAHIL,8
DOLCOK,8
OZKATRAN,8
KIPAL,8
IBAY,8
ERTARGAN,8
GUNAYGEN,8
OZKOLDAS,8
CAKKAN,8
KARAMANOGLUGIL,8
OGANALP,8
CLARKE,8
RASGELENER,8
SEYYIDHANOGLU,8
ANGON,8
UZBOZAGAC,8
AKDELIN,8
OCMEZ,8
HAKEREK,8
ABBAY,8
OZKINA,8
IFA,8
IYIISLEROGLU,8
GOGUSKABARAN,8
YERMANOGLU,8
BONCELER,8
ILCIKTUG,8
CENDAR,8
DAGKOPARAN,8
SIRKLAR,8
OLAKI,8
ILIMBIZ,8
OZYUMRUK,8
KOCAKOZU,8
ULUUGUR,8
ETEMAN,8
AYGULOGLU,8
SILHDAR,8
HANEK,8
ADVANLI,8
CASGIN,8
SINIT,8
VURTOK,8
AVRAZ,8
PISMEDI,8
TANSEKNAY,8
AHUN,8
KILDIOZEN,8
YALDIZKAN,8
CIFTCIKARA,8
KOYUGUL,8
HANAMLI,8
IYIDUVAR,8
EHIM,8
KOKLAMAZ,8
MADCAN,8
ATALU,8
AVAZER,8
DANKOZ,8
UZMANSEL,8
YENES,8
UZADALI,8
SAYGANER,8
KAYARDICI,8
CALADAG,8
GUNDEMLI,8
GAYUK,8
FECIRSU,8
DEMIRDOGENLER,8
CAPARCA,8
SASATI,8
BASTIRPANCI,8
BUTROS,8
AYBARAKIN,8
AYYAN,8
BEDUZ,8
POSDACI,8
SAYINDAS,8
MEZIRELI,8
OGETLER,8
KIZMAZCAN,8
PARBUCU,8
BIRGEOGLU,8
EHLIZOGLU,8
AGYAN,8
HADICOGLU,8
OZULKUN,8
KALABOYU,8
POSTALO,8
POLATDAG,8
EFRENK,8
KOYBAGLI,8
BICILIR,8
COZDUREN,8
LE,8
AKALINLAR,8
PERVASIZ,8
ZAMANTIOGLU,8
CAGLIKULEKCI,8
DONKAL,8
VARLISOYDAS,8
OKUBIL,8
YENILIOGLU,8
ERKUYUMCU,8
DERMESIN,8
ERDEGIRMENCI,8
BAUER,8
IZTAN,8
DEHMENOGLU,8
KAZYOK,8
KILICDAL,8
KOYBOLU,8
BARKACIN,8
SERTDEMIRLI,8
KUCUKKAVACIK,8
UZUNHA,8
DORGAMACI,8
AKBABAGIL,8
OZKURTELLER,8
HACIEFENDI,8
MOZIOGLU,8
DURGUTOGLU,8
OZDIVLELI,8
GORYUNAR,8
M.CETE,8
CANSANLIG,8
KARASALI,8
CIMELOGLU,8
YAPANCI,8
ELIUSTUN,8
OZBULAN,8
DEMIRTUNA,8
TUREYIN,8
UZUNBABA,8
YANIBEYAZ,8
MUHLUOGLU,8
ERBILOZ,8
PIRLEPE,8
HANTUMANLI,8
MASUK,8
PIRIBASOGLU,8
TABULGA,8
FIRANSA,8
HARMANDARO,8
UCUB,8
ISVARDIR,8
OMARLI,8
ERENDORUK,8
AYUGUR,8
AMISOGLU,8
ERSELIH,8
OLCESER,8
SENKERI,8
BEDESTAN,8
GOKMAGARA,8
PESLIOGLU,8
OKSAV,8
KIZILUNAL,8
BARATLI,8
HEPDIZDAR,8
DOSPATLI,8
TURKSES,8
TATLISEVEN,8
IDICOGLU,8
ONGDU,8
CANGUNUL,8
HACIHASANZADE,8
SOYYURT,8
TAHSILLI,8
VEYSES,8
IYIOKUR,8
SELYARAN,8
EDAR,8
KANIAR,8
LALAALP,8
YARANIR,8
ALBENLI,8
ULAKOGLU,8
VURTAK,8
UYARARSLAN,8
MERDMAN,8
DOVENTAS,8
HEVADPAL,8
NOBERI,8
CONAGASI,8
AZILIARSLAN,8
TOZALGAN,8
ERSINTEPE,8
OZYUKSEK,8
AKKOKLER,8
DOKGEN,8
TELGRAFCI,8
SAMANLILAR,8
DOGRUYASA,8
I,8
SAVURUCU,8
BULGURLULAR,8
VAROLTURK,8
ALGAYIR,8
BAMYECI,8
OZSECGEL,8
ASGAROV,8
KAZEROGLU,8
DALILAR,8
CAKILMAZ,8
ULUYIGIT,8
KIRUC,8
BEYZOOGLU,8
DURANA,8
KINEBALI,8
YOZKURT,8
BARMAZLI,8
KRALI,8
SEDAT,8
BILDIRIS,8
CAMSAKIZ,8
BICERBAY,8
KARABET,8
OTGUCUOGLU,8
BENEKCI,8
YAYLALIGIL,8
EYIKES,8
ESKITEZCAN,8
DIKERGIL,8
PUREMIS,8
CILSAAT,8
FERIKEL,8
FIIL,8
GUNUUYGUN,8
CEKERYUREKLI,8
OZZARALI,8
BENBICACO,8
TOKCAEL,8
KASSAPOGLU,8
EKSIMEZ,8
ALAKAVUKOGLU,8
VIRANI,8
SOGIT,8
YULUKAR,8
SEBURI,8
KESSE,8
DOKERIL,8
OZENGUNES,8
AKKOYUNLUER,8
SOKHAN,8
GURIC,8
