Cinsiyet,İsim,Taşıyan Kişi Sayısı
K,Hezo,560
K,Piltan,560
K,Benli,560
K,Afi,560
K,Menzile,560
K,Altuna,559
E,Demirel,559
K,Mezbure,559
K,Papi,559
K,Sinezar,559
K,Nilda,558
E,Mucip,557
E,Babür,557
K,Cuma,556
K,Özgü,556
K,Hamdune,554
K,Telce,553
E,Geylani,552
K,Gülcemal,552
E,İlkin,552
K,Sofia,552
E,Vatan,551
K,Urkuya,551
K,Ayış,551
K,Semile,551
E,Nisan,550
K,Hilda,549
E,Temindar,549
E,Esman,548
K,Rızkat,548
E,Ecir,547
E,Şeyhi,547
K,Fedva,546
K,Ruhugül,546
K,Siranuş,546
K,Bibi,545
K,Permin,545
E,Sefai,545
E,Pirağa,544
K,Essüm,544
E,Pevrül,544
K,Necdet,544
E,Heybetullah,544
K,Sabahnur,543
K,Zatinur,543
K,Şehrinaz,543
K,Muharrem,543
K,Louise,543
K,Üzlifet,543
K,Sevginaz,542
E,Alişir,542
E,Canberk,541
E,Zemirhan,541
K,Hatıra,541
E,Muhtesim,541
K,Hazmi,540
K,Mürfet,540
K,Nuruş,539
E,Birdal,539
E,Kevork,539
E,Sabır,538
E,Beyzade,538
K,Zahle,538
E,Adlan,537
E,Binnet,536
E,Erdener,536
K,Bengisu,536
K,Bedile,536
K,Gassun,535
E,Kuzu,535
K,Puşi,535
K,Feriş,535
K,Emra,535
E,Burç,534
E,Şan,534
K,Şimşir,534
E,Eşraf,534
E,Lemi,534
K,Seyla,533
K,Azamet,533
E,Özbek,533
K,Anjel,533
E,Aytunç,533
E,Seymen,532
K,Susan,532
K,Filor,531
K,Ayşem,531
E,Sevim,531
K,İsmigüzel,531
E,Zennun,531
K,Beyyo,531
E,Ebuseyf,530
K,Ersen,530
K,Şağı,530
E,Şahset,529
K,Doyduk,529
K,Itır,529
E,Kesim,529
K,Zeher,529
K,Seyfiye,529
K,Ehliman,528
K,Neciha,528
K,Rezika,528
K,Güllale,527
E,Sarp,527
K,Müeyyet,526
K,Hazan,525
K,Sefer,525
K,Ravza,525
E,Husret,524
K,Rehan,524
K,Gülseven,523
E,Berces,523
K,Amire,523
E,Tercan,523
E,Boran,523
K,Durşen,523
K,Altıngül,523
K,Lusi,522
E,Zamir,521
E,Argun,521
K,Şiro,521
E,Şimşek,521
E,Sedai,521
E,Nurbay,521
E,Peyami,520
E,Poyraz,520
K,Helin,520
E,Natık,520
E,Dünyamin,520
E,Affan,520
E,Rüçhan,519
E,Zeyyat,519
E,Keyfo,519
K,Feruzan,519
K,Ferman,519
E,Bahçeli,518
K,Zemine,518
K,Sahure,518
K,Çiçeği,518
K,Lili,517
E,Kamer,517
E,Telli,517
K,Epruz,516
E,Azo,516
K,Şaziver,516
K,Berfin,516
E,Abdulsettar,516
E,Suzi,516
K,Yesire,516
E,Zamanhan,515
K,Canset,515
K,Rumiye,515
K,Şelale,515
K,Vartuhi,515
K,Neam,515
E,Şanver,515
E,Taygun,515
E,Göktürk,514
E,Fedakar,514
K,Hanaslı,514
K,Emey,514
K,Nurşin,514
K,Fehiman,513
K,Kefe,513
E,Mami,513
E,Topçu,512
K,Gezi,512
E,Abdulhalik,512
E,Haşem,512
K,Nesiye,512
E,Şeviş,512
K,Gülsabah,511
K,Mihrem,511
K,Besiye,510
K,Cedide,510
K,Minadiye,510
E,Ferah,510
K,Şemşul,510
E,Musab,509
E,Kutsi,508
K,Ruhsan,508
K,Pantuş,508
K,Zebure,508
K,Şehla,508
E,Koç,508
K,Neşmiye,507
K,Gülpembe,507
E,Hacımehmet,507
K,Ulmiye,507
E,Atabey,507
E,Rufi,506
E,Mücahittin,506
K,Sevriye,505
K,Hicabiye,505
E,Aytek,504
K,Ferahdiba,504
E,Hatay,504
E,Mutahhar,503
E,Tümay,503
E,Şero,503
K,Biray,502
K,Ziyafet,502
K,Bedre,502
E,Acem,502
K,İbadet,501
E,Cudi,500
K,İzgayra,500
E,Coşar,499
K,Nurise,499
E,Kaso,499
E,Tunca,498
E,Eralp,498
E,Turcan,497
K,Benay,497
E,Cezo,497
E,Hicret,497
E,Tankut,496
K,Erten,496
E,Dünyamalı,496
E,Mehmetcan,495
E,Mübarek,495
K,Dolunay,495
K,Gülzemin,495
E,Abdulilah,494
K,Sultana,494
E,Vasfettin,493
K,Halimi,493
K,Azade,492
E,Hadin,492
E,Sonay,492
E,Canpolat,492
E,Gülamir,492
E,Kali,491
K,Gürbüz,491
E,Danış,491
E,Şit,491
E,Mirhan,491
K,Saibe,491
K,Apta,491
K,Humrişan,491
K,Dönsel,490
E,Çakmak,489
K,Buhari,489
K,Delila,489
E,Riyad,487
K,Tennure,487
E,Resmi,487
K,Badon,487
E,Züheyir,487
K,Rakkuş,487
E,Koço,487
K,Rubaşe,486
E,Alev,486
K,Perdane,486
E,Taşdemir,486
K,Serengül,486
K,Seyrani,485
E,Aytun,485
K,Tudu,485
E,Hayat,484
K,Resmigül,484
K,Muattar,483
K,Gülo,483
E,Abdulhay,483
K,Zibet,483
K,Kaşife,481
E,Seydullah,481
K,Nurben,481
K,Meleknaz,481
K,Layiha,481
E,Dilek,481
E,Gençali,480
K,Münesser,480
E,Vesim,480
K,Yılmaz,480
E,Harbi,480
E,Hayrani,480
K,Sermiye,480
K,Sadise,480
K,Sümme,479
K,Güray,479
K,Neylan,479
K,Hatuk,478
K,Liza,478
K,Vesfiye,478
E,Doğa,478
E,Dikran,478
E,Oruç,477
E,Aguş,477
K,Şilan,476
K,Bedirnaz,476
K,Aysema,476
K,Kabehan,476
K,Şehime,476
K,İlvan,475
E,Ebutalip,475
K,Hacey,475
E,Cerrah,475
K,Mevriye,475
E,Bahir,474
K,Feyme,474
K,Cenney,474
K,Barış,474
K,Muazzez,474
K,Muhteşem,474
K,Hayganuş,473
K,Karin,473
E,Jak,473
K,Nina,473
K,Kebiz,472
K,Selahat,472
E,Sabir,472
E,Berhan,472
K,Topi,472
K,Arus,472
K,Mükafat,472
K,Bahalı,471
K,Semagül,471
E,Sebahi,471
K,Şenda,470
E,Ebil,470
K,Kesra,470
E,İlke,470
K,Haycan,470
K,Şahnigar,470
K,Zercan,469
K,Serçin,469
K,Siyahal,469
K,Dilruba,469
K,Cumhur,469
K,Emek,469
K,Kayser,468
E,Berat,468
E,Üner,468
K,Nurkan,468
K,Luup,467
K,Zeren,467
K,İlay,466
E,Semahattin,466
K,Maşuka,466
K,Aydagül,466
E,Cenker,466
K,Nazlife,466
E,Kanco,465
K,Altan,465
K,Menfiat,465
E,İnal,464
E,Melki,463
K,Azer,463
E,Samir,463
K,Mesadet,463
E,Fendi,463
K,Hürdes,462
E,Aşık,462
E,Çoli,462
E,Aşkı,462
K,Gülender,461
K,Sevdanur,461
E,Nazar,461
E,Alemdar,461
E,Okyay,460
K,İrep,460
E,Abuş,460
K,Taştan,460
K,Ünsiye,460
E,Bakıl,460
E,Miho,459
E,Vehip,459
K,Selva,459
K,Necva,459
K,Zerafet,459
K,Fodul,459
E,Şahut,458
K,Neviye,458
E,İcabi,458
K,Semiramis,458
K,Enveriye,458
K,Asu,458
K,Tecrihan,458
E,Sungur,458
E,Marif,458
E,Mersin,458
K,Mariana,457
K,Vasile,457
E,Esbender,457
E,İpek,457
K,Mucibe,456
K,Doğan,456
K,Naliye,456
E,Horo,456
K,Mezide,456
E,Simo,455
K,Arşaluys,455
K,Zila,455
K,Hayransa,455
K,Çilem,455
K,Güldöne,454
K,Velime,454
E,Eyüphan,454
E,Ahmedi,454
K,Dinar,454
E,Karahan,453
E,Müftah,453
K,Raize,453
E,Gafari,453
E,Bıra,452
E,Fevzettin,452
E,Gazel,452
K,Tekgül,451
E,Nüvit,451
K,Teyri,451
E,Zaman,450
K,Meysun,449
K,Satife,448
E,Şenal,448
E,Sacettin,448
E,Güneri,448
K,Rıdvan,447
E,Cantürk,446
E,Sina,445
K,Bayse,444
K,Hizret,444
K,İradet,444
K,Mendife,444
K,Neyran,444
K,Şükrünaz,444
E,Andaç,443
K,Zümre,443
K,Sıhhat,443
E,Öztekin,443
E,Candaş,442
E,Çeto,442
K,İlkgül,442
E,Nurol,442
K,Vefa,442
K,Gülesen,442
K,Şeriye,441
E,Sevdakar,441
K,Tangül,441
E,Gaffar,441
E,Mirali,441
E,Şaduman,441
E,Daniyel,440
K,Müzdelife,440
E,Karanfil,440
K,Hıfziye,440
K,Karibe,440
K,Bilser,440
K,Caferiye,439
E,Cebeli,439
K,Hemsile,439
K,Halve,438
K,Satut,438
K,Renginar,438
E,Gıyas,438
E,Süfyan,437
K,Mavigül,436
E,Zeyit,436
E,Züleyhan,436
E,Jozef,436
E,Rebii,436
K,Gadriye,436
K,Zeyniş,436
E,Hacıbayram,435
K,Emran,435
K,Şeminur,435
E,Alphan,434
K,Yeşil,434
E,Volkan,434
E,Sato,433
K,İntizar,433
K,Tutku,433
K,Rabua,432
K,Ebide,432
K,Minta,431
K,Erdihan,431
K,Yeşide,431
E,Yahuza,431
K,Hanna,430
K,Ercan,430
E,Hecer,430
K,Dursine,429
K,Altey,429
K,Tansu,429
E,Ajlan,429
E,Abitter,429
K,Edebiye,428
K,Piraye,428
K,Hazret,428
K,Çilnaz,427
E,Yümnü,427
E,Şahsuvar,427
K,Ayşekadın,427
K,Birdal,427
K,Nurşide,427
E,Velat,426
E,Özbay,426
K,Esmi,426
E,Avadis,425
K,Aygen,425
K,Fehminaz,425
K,Sübyan,425
K,Ceyhun,424
K,Zadife,424
E,Müzekka,424
E,Seyrani,424
E,Mihriz,423
K,Kıvılcım,423
E,Mukaddem,423
E,Şemi,422
E,Ertem,422
E,Muaz,422
K,Azine,421
E,Ecvet,421
K,Teyfe,421
K,Zevcan,421
K,Melekşan,421
E,Elfesiya,420
K,Hatibe,420
E,Hüda,419
K,Mesiha,419
E,Hacıbekir,419
K,Sevdagül,419
K,Sefi,418
K,Durmuşa,418
K,Ziyaver,418
E,Güntay,418
E,Sever,417
K,Kutlu,417
K,Benazir,417
E,Ömerali,417
E,Garbi,416
E,Bertal,416
K,Haciye,416
K,Candeğer,416
K,Kurtuluş,416
E,Ahsen,415
K,Şemsiban,415
E,Corc,414
K,Hatay,414
E,Behman,414
K,Abuhayat,414
K,Gülhas,414
K,Müncübe,414
K,Afire,413
K,Perizan,413
K,Nursabah,412
K,Gülboy,412
E,Agit,412
E,Mekselina,412
K,Eray,411
E,Türki,411
K,Aznif,411
K,Hafsa,411
K,Zülfizar,410
K,Vera,410
E,Turap,410
K,Melekber,409
E,Ferzan,409
K,Vezne,409
K,Orkide,408
K,Gülmen,408
K,Julia,408
E,Akman,408
K,Setenay,407
K,Selen,407
K,Calibe,407
K,Kız,407
K,Suryal,407
K,Hızım,407
E,Havvas,407
K,Hemra,407
K,Gökcan,406
E,Yoldaş,406
K,Taciye,406
K,Faile,406
E,Bedros,405
K,Metin,405
E,İsamettin,405
E,Boğaç,405
E,Cami,404
E,Abdulgazi,404
E,Rızkullah,404
K,Güniz,404
E,Mahfuz,404
K,Müferrah,403
K,İsabet,403
K,Mülkibar,403
E,Hür,403
K,Merdin,402
E,Hanbey,402
K,Hazar,402
E,Köse,402
E,Barkın,401
K,Göğüş,401
E,Leon,401
E,Cihanşah,401
K,Mayise,401
K,Nevbahar,401
K,Şirinaz,401
K,Hurişan,401
E,Karabalık,400
K,Araksi,400
K,Hoda,400
E,Abdulmuhsin,400
K,Rubiye,399
K,Melda,399
K,Tesmiye,398
E,Uygur,398
K,Sevla,398
K,Derdo,397
E,Hamdusena,397
E,Liman,397
K,Aşkım,397
K,Şehbal,397
K,Azra,397
E,Baysal,397
K,Totoş,396
K,Klara,396
E,Nişan,396
E,Değer,396
E,Solmaz,396
E,Daimi,396
K,Lamiha,396
K,Dilnevaz,396
E,Dur,396
E,Aram,396
E,Canfer,395
K,Penbiş,395
E,Semi,395
E,Necbettin,395
E,Üsame,394
E,Müzellef,394
E,Garbis,394
K,Süleyla,394
E,Şükrüllah,393
K,Durkız,393
E,Hubuyar,393
K,Meyhanım,393
K,Tanju,392
K,Sitem,392
K,Meysere,392
K,Haviye,392
K,Eşmi,391
K,Huhi,391
E,Şibli,391
K,Afik,391
K,Arize,391
E,Sezen,390
K,Zaife,390
K,Güllabiye,390
E,Barlas,390
K,Fethan,390
E,Tunga,390
K,Peyam,389
K,Şahinebat,389
K,Gökmen,389
E,Dırğam,388
K,Sadegül,388
E,Fidel,388
K,Beyda,387
K,Beyzade,387
E,Gülettin,387
E,Berç,387
E,Benan,387
K,Talin,387
E,Haçik,387
K,Hemengül,386
E,Ernail,386
E,Mehi,386
K,Sabrinaz,386
E,Toygun,386
E,Efsal,386
K,Şahibe,385
K,Asibe,385
K,Bilhan,385
E,Akgül,385
K,Vatan,385
K,Canibe,384
K,Uysal,384
K,Hevi,384
K,Marta,384
E,Zemci,384
K,Famiş,383
K,Zilhicce,383
K,Aylan,383
K,Mehveş,383
K,Hedile,383
E,Filiz,383
K,Feti,383
E,Ersal,382
K,Halenur,382
E,Erdoğdu,381
E,Atahan,381
K,Güli,381
E,Erinç,380
E,Emirşah,380
E,Erdeniz,380
K,Şiha,380
K,Meleksima,379
K,Gogi,379
K,Ümral,379
E,Vefik,378
K,Rita,378
E,Turay,377
K,Enzel,377
E,Mirzeydin,377
E,Burkay,377
K,Vaki,377
E,Ergüder,376
E,Feramil,376
E,Ürüşan,376
E,Şıhı,376
K,Hazra,376
K,Haticetülkübra,376
K,Sorgül,375
E,Necef,375
K,Gönen,375
E,Mehmetnuri,374
E,Bari,374
K,Daniye,374
E,Duman,374
K,Müselma,374
E,Seval,374
E,Zümrüt,374
K,Kalime,373
K,Jaklin,373
K,Salisar,373
K,Ferican,373
E,Abdulahat,373
E,Delil,373
K,Yaldız,373
K,Gülbüz,372
E,Ahya,372
E,Nurkan,372
E,Muhip,372
K,Adişah,372
K,Hallum,372
E,Yamen,372
K,Tacide,372
E,Bimal,372
K,Bayramşah,372
E,Ekmel,372
K,Fermiye,372
E,Ağali,372
K,Dura,372
K,Hüzeyca,371
K,Akhanım,371
E,Atılgan,371
K,Bakize,371
K,Pırıl,371
E,Mürvet,370
K,Veside,370
E,Merter,370
E,İdo,370
E,Şahhüseyin,370
E,Emra,369
K,Sode,369
E,Şükrettin,369
E,Bako,368
E,Şahhaydar,368
E,Seyfet,368
E,Alibaz,368
E,Nurhan,368
K,İlker,368
E,Aliman,367
K,Hanarzu,367
K,Seyhun,367
K,Fedim,367
E,Moiz,366
K,Edanur,366
K,Eco,366
K,Rizbar,366
E,Samuel,365
E,Vedi,365
K,Yemliha,365
E,İzamettin,365
E,Görgün,364
E,Nasuhi,364
K,Sefaya,364
E,İsabali,364
K,Cariye,364
K,Sevkiyat,364
K,Güldemet,364
E,Dino,364
K,Vedide,364
E,Kayaali,363
K,Vesme,363
E,Seyran,362
E,Beyali,362
K,Hayzeran,362
E,Cumi,362
K,Zafire,362
E,Mihail,362
K,Oylum,362
E,Tezer,362
E,Sidar,362
K,Gülvade,361
E,Şiyar,361
E,Olgay,360
K,Koharik,360
E,Üryan,360
E,Emanet,360
K,Mumi,360
K,Şah,360
K,Sükkeriye,360
K,Küçükhanım,360
K,Ülken,360
K,Perin,360
K,Gürşen,359
K,Nurhanım,359
E,Sincar,359
K,Sekra,359
E,Şahmeran,359
K,Hurisiman,358
K,Lidia,358
E,Saltuk,358
K,Nadejda,358
K,Periye,358
K,Sülün,357
K,Daime,357
E,Çağan,357
K,Gülal,357
E,Meran,357
K,Nurayan,356
K,Özer,356
E,Anter,356
K,Gülyüz,356
E,Eylem,356
K,Feyruşah,356
K,Bodi,356
E,Aydan,355
E,Ziyat,355
K,Tatlı,355
E,Mirbey,355
K,Refa,355
E,Abdurrauf,355
K,Gevrişah,355
E,Şahverdi,355
K,Ziheyye,355
E,Mehmetşah,355
K,Nesil,354
K,Güldoğan,354
K,Kamerruh,354
K,Yektane,354
K,Sidar,354
K,Tanya,354
K,Tahmine,353
K,Akgün,353
K,Ay,353
K,Hüner,353
K,Elmira,353
K,Lyubov,353
E,Serdin,353
E,Özlem,353
K,Şehadet,352
E,Pir,352
K,Narkadın,352
E,Münif,352
K,Menzer,352
K,Bilcan,352
E,Övünç,351
E,Kutluhan,351
E,Lütfettin,351
E,Nikola,351
K,Aleksandra,351
K,Benzigül,351
K,Mahruze,351
K,Sinemi,351
K,Nesriye,351
K,Maziye,350
K,Anuş,350
E,Çuço,350
K,Anahit,350
K,Levin,350
K,Aytekin,350
K,Nurfer,350
K,Nurgen,350
K,Gerdan,350
E,Alptuğ,350
K,Hopan,349
E,Cansın,349
E,Nakip,349
E,Burçak,349
K,Hanpul,349
K,Hankiye,349
E,Aktan,349
K,Sezan,349
E,Cano,349
K,Şura,349
E,Uygun,349
E,Erdil,349
E,Gafur,349
K,Meline,349
K,Neyyo,349
E,Doğanay,348
E,Kermo,348
E,Utkan,348
K,Sevay,348
K,Zenne,348
E,Bazo,348
E,Selfet,348
K,Şehrazat,347
E,Budak,347
K,Çilek,347
K,Kameriye,346
K,Mahmiri,346
K,Mihman,346
E,Seyfo,346
K,Perver,346
K,Bildane,346
K,Ahter,346
E,Meydan,345
E,Demirşah,345
K,Aydi,345
K,Diren,345
K,Nursun,345
K,Ferise,345
K,Meşkule,344
E,Olkan,344
E,İmran,344
K,Reside,344
K,İşmuni,344
E,Sancak,344
E,Yüce,344
K,Safile,343
K,Hatime,343
E,Üveys,343
K,Dursiye,343
K,Sakiye,343
E,Şuuri,343
K,Sirmi,343
E,Türkan,342
K,Ege,342
K,Tezer,342
E,Ayaz,342
K,Ebrize,342
K,Rencus,342
E,Baycan,341
K,Ziraf,341
K,Hilan,341
E,Erkam,341
K,Maha,341
E,Meral,340
K,Tevcide,340
E,Tibet,340
K,Takuhi,340
K,Ramazane,340
K,Kumaş,340
K,Birgün,340
K,Havadudu,340
K,Ruhsel,339
K,Zero,339
E,Seyyar,339
K,Sinan,339
K,Gülbaki,339
K,Ribaşa,339
E,Duygu,339
K,Talibe,338
K,Rüzgar,338
K,Nesire,338
E,Vadullah,338
E,Mülkü,338
K,Urubiye,338
K,Günsel,338
K,İman,338
E,Robert,338
K,Duman,338
E,Enüş,338
E,Nehir,337
K,Erzan,337
E,Uğraş,337
E,Mişel,337
K,Papatya,337
E,İstepan,336
K,Rubabe,336
K,Sosey,336
E,Berkin,336
K,Sunar,336
E,Senan,335
K,Bulut,335
K,Özler,335
K,Aile,335
K,Hayiç,335
K,Beşbinaz,335
K,Befro,334
E,Nursel,334
K,Mintan,334
K,Basi,334
E,Nurmehmet,334
K,Selamet,334
K,Cihadiye,334
K,Siber,334
E,Mirzali,334
K,Hitti,334
E,Sadun,333
K,Tuygun,333
K,Bulunmaz,333
E,Salamon,333
K,Bozan,333
E,Özdem,333
E,Mehmetzeki,333
E,Abdulhak,332
K,Şahan,332
K,Zeyhan,332
E,Şeyhali,332
E,Yerli,332
K,Engül,332
K,Şahinet,331
E,Yadullah,331
K,Ayseven,331
K,Seray,331
E,İmat,331
E,Emran,331
E,Güral,331
E,Müftü,331
E,Rasık,331
K,Perde,331
K,Nevvare,331
E,Eraslan,330
E,Candemir,330
E,Mıgırdıç,330
K,Diana,330
E,Hürol,330
E,Derman,329
K,Vehbiye,329
K,Sosan,329
K,Nurtop,329
K,Münasip,329
K,Sertap,329
K,Nezla,329
K,Kına,329
K,Gülengül,328
K,Sallı,328
E,Güzel,328
K,Gülzerin,328
K,Vade,328
K,Tahsine,327
E,Hayro,327
K,Gültaç,327
K,Zaman,327
K,Mülhime,327
E,Ferzi,327
K,Cana,326
K,Birkan,326
E,Özenç,326
K,Nunuş,326
K,Cirva,326
K,Selfi,325
E,Zülkani,325
K,Merişan,325
K,İfaze,325
K,Refiga,325
K,Sabine,325
K,Karar,325
K,Gülkibar,325
E,Şirzat,325
K,Vefiye,325
E,Mesih,325
K,Şemail,324
K,Papo,324
E,Kütük,324
K,Seral,324
K,Şebboy,324
K,Sadinaz,324
E,Halittin,324
E,Mahşuk,323
E,Nefi,323
E,Bahar,323
E,Cevcet,323
K,Mircey,323
K,Seciye,323
K,Saçlı,322
K,Gürhan,322
K,Gökşin,322
K,Zelvi,322
K,Behinaz,322
K,Aksel,322
K,Büyük,322
E,Sonat,322
E,Abduş,322
E,Onat,321
K,Fortune,321
E,Özdoğan,321
K,Ebrüşüm,321
E,Alikemal,321
E,Miraz,321
K,Gayal,320
E,Bener,320
E,Abdulmennan,320
K,Meleki,319
E,Abdulmetin,319
K,Berlin,319
K,Refah,319
E,Ayan,319
K,Üstün,319
E,Azer,319
E,Zülmat,319
E,Gabriel,318
E,Mustafakemal,318
K,Hibe,318
K,Şevval,318
K,Nesligül,318
E,Bilhan,318
K,Momi,317
E,Hakkan,317
K,Sarete,317
K,Göksen,317
K,Recibe,317
K,Meray,317
E,Emri,316
K,Gülkadem,316
E,Hicazi,316
E,Tebernuş,316
K,Mergüze,316
E,Hacıahmet,315
E,Demircan,315
E,Kamo,315
K,Gündoğdu,315
E,Firgani,315
K,Vecibe,315
E,Müzekker,315
E,Teymen,315
K,Civade,314
E,Mirsat,314
K,Şerifana,314
K,Nurefşan,314
K,Ümmüselime,314
E,Saycan,314
K,Rahiye,313
E,Düzali,313
E,Ergülü,313
E,Ababekir,313
E,Gülcemal,313
K,Hemişe,313
E,Duray,313
K,Esman,313
E,Diren,313
K,Nurcay,312
K,Musaliye,312
E,İbadullah,312
K,Bedrizaman,312
E,Türk,312
E,Tevabil,311
E,Atınç,311
E,Özgül,311
K,Dursane,311
E,Gökcan,311
K,Hüsnaver,311
K,Gülyar,311
K,Fiknet,311
K,Mihrizat,310
E,Erturan,310
K,Miral,310
K,Mahtume,310
E,Hamdan,310
K,Ecmel,310
E,Tazebey,310
E,Reslan,310
K,Nadirşah,309
K,Esim,309
K,Saygı,309
K,Seta,309
E,Kurtbey,309
K,Mihrace,309
K,Aylar,309
E,Selmani,309
E,Feyzettin,309
E,Mirbahattin,309
K,İmmi,308
K,Nehar,308
K,Hürcan,308
K,Yurdusev,308
K,Hilkat,308
K,Habiş,307
E,Necdettin,307
E,Abdurrakip,307
K,Değer,307
E,Birho,307
K,Mariyete,307
K,Mevsim,307
E,Özge,307
E,Lamih,307
E,Demiray,307
E,Berhem,306
K,Tamcihan,306
E,Tatlı,306
K,Pervane,306
E,Sezar,306
K,Gülşeker,306
K,Meşhude,306
E,Delal,306
K,Kantar,306
E,Yıldıran,306
E,Fuzuli,306
E,Şani,306
K,Surur,305
E,Hayk,305
E,Varujan,305
K,Ükke,305
K,Lisan,305
E,Şavak,305
E,Toros,305
K,Duruş,305
K,Barbara,304
K,Çeşmi,304
K,Teresa,304
E,Hükümdar,303
E,Ezel,303
E,Carullah,303
K,Levent,303
E,Vekil,303
E,Rezan,303
E,Nubar,303
E,Kadiri,303
E,Hüccet,303
K,Efrumiye,303
K,Cahize,302
K,Suha,302
K,Teklife,302
K,Zemi,302
E,Durmaz,302
E,Kurtman,302
E,Ramus,302
K,İmmigül,302
K,Karı,302
K,Tazegül,302
E,Serkant,302
E,Gurbet,301
K,Aysal,301
K,Mütezim,301
E,Ahmi,301
E,Hanlar,301
K,Cüney,301
K,Mehcure,300
E,Bazit,300
K,Görçek,300
K,Özkan,300
E,Cankat,300
E,Behti,300
K,Koncafer,300
K,Efser,300
K,Alanur,299
K,Hayrinaz,299
K,Cansın,299
K,Mukaddem,299
K,Zahibe,299
K,Özde,299
K,Serdal,299
K,Simla,299
E,Feto,299
K,Naran,299
K,Gökkız,299
E,Önay,298
K,Gezer,298
K,İsaf,298
K,Mevlane,298
E,Suut,298
K,Rebeka,298
K,Nevşin,298
E,Sülük,297
K,Hacula,297
K,Umay,297
K,Avdet,297
K,Hurinaz,297
E,Ağca,297
E,Çayan,297
K,Hüsran,297
E,Oben,296
K,Zerihan,296
E,Tandoğan,296
K,Satime,296
E,Ülgen,296
K,Hanpaşa,296
K,Bakire,296
K,Laman,296
K,Sitare,295
E,Koçak,295
E,Saner,295
K,Ayşim,295
K,Lemziye,295
K,Canay,295
K,Aydoğan,294
K,Fettane,294
K,Göze,294
K,Nurver,294
K,Feryan,294
K,Teri,294
E,Meri,294
K,Tebrize,293
K,Gülika,293
E,Efrazim,293
K,Turhan,293
K,Fire,292
K,Şini,292
K,Madlen,292
E,Büyük,292
K,Gülsemin,292
E,Yuda,292
K,Renan,292
K,Fikar,292
K,Beycan,292
K,Hude,292
E,Savran,291
K,Nurfadiye,291
E,Mertol,291
K,Satılmış,291
K,Rahide,291
K,Nergün,291
K,Urfaniye,291
K,Almıla,291
E,Yalın,291
K,Nurlu,290
E,Mehmetsıddık,290
E,Cansever,290
K,Adinaz,290
E,Subutay,290
E,Dinç,290
E,İlya,290
K,Tüzün,290
K,Zekire,290
K,Çuçi,289
K,Süveybe,289
K,Cide,289
E,Aksel,289
K,Mama,289
E,Ayfer,289
K,Müsliye,289
K,Konya,289
K,Aide,289
K,Namire,289
K,Übeyde,289
E,Hediyetullah,289
E,Aret,288
E,Kurbanali,288
E,Derbas,288
E,Cuman,288
K,Birinci,288
E,Kaçak,288
K,Cezmiye,288
K,Reyyan,288
K,Beliz,288
E,Mirzemehmet,288
K,Luba,287
K,Kalemzer,287
K,Nurzade,287
K,Hucuz,287
E,Manuk,287
K,Gülsu,287
K,Ado,286
E,İbat,286
K,Beki,286
E,Kurtiş,286
E,İlmi,286
E,Hammo,286
K,Anude,286
E,Seruhan,286
E,Tahlo,285
K,Bergin,285
K,Selçuk,285
E,Gürler,285
K,Göknil,285
K,Anastasia,285
K,İnanç,285
E,Tanrıverdi,285
K,Küsüm,285
K,Gülazem,285
K,Sulti,284
E,Gülistan,284
K,Peruz,284
K,Şetaret,284
K,Remze,284
E,Pirali,284
E,Dağhan,284
K,Şehire,284
E,Mukim,284
K,Silvia,283
E,Sema,283
E,Saldıray,283
E,Lahdo,283
E,Avani,283
K,İğde,283
K,Kesire,282
K,Levziye,282
K,Mavişen,282
E,Hesin,282
K,Kadıncık,282
K,Zere,282
K,Tamarya,281
K,Hripsime,281
K,Satenik,281
E,Kahya,281
E,Bartu,281
K,İlminur,281
K,Satman,281
K,Semaye,281
K,Cazime,281
K,Kavi,281
K,Eter,281
E,Şükran,281
E,Feza,280
E,İsmailhakkı,280
E,Uğurlu,280
E,Diyar,280
E,Koral,280
K,Emik,280
E,Hayran,280
K,Elis,280
E,Şemo,280
K,Merihan,280
K,Şevka,280
K,Kurthanım,280
E,Bahşi,279
E,Atlan,279
E,Türkeş,279
K,Zeyde,279
K,Bildan,279
K,Seviyan,279
E,Cankut,279
K,Hanımzade,279
K,Karolin,279
E,Kelami,278
K,Yüzgül,278
K,İncigül,278
K,Mahpeyker,278
K,Birce,278
K,Allı,278
K,Misket,278
E,Ammar,278
E,Alkın,278
K,Belhi,278
K,Semai,278
K,Eftal,278
K,İlgi,277
E,Cebir,277
K,Raisa,277
K,Meliş,277
K,Sehel,276
K,Suay,276
K,Hannus,276
E,Merdin,276
E,Yorgi,276
K,Mazule,276
E,Nesimi,276
E,Muraz,275
K,Tamay,275
K,Hüveyda,275
E,Egemen,275
K,Humar,275
K,Destan,275
K,Zehte,275
K,Tekbir,275
K,Pupu,275
E,Aho,274
K,Dirayet,274
K,Sise,274
K,Zübriye,274
K,Arzuhan,274
K,Efey,274
K,Ballı,274
K,Halile,274
K,Şerefnaz,274
K,Luna,274
K,Sori,274
E,Mehmetsalih,274
E,Erkul,273
E,Gökşen,273
E,Simon,273
K,Sercan,273
K,Milhan,273
K,Meyase,273
E,Mühendis,273
K,Adilşah,273
E,Daim,273
K,Ojeni,272
K,Faniye,272
E,Ömral,272
E,Herman,272
E,Servan,272
K,Meram,272
K,Mihane,272
K,Meva,272
K,Saba,272
K,Durmuş,272
K,Sultanperi,271
