Cinsiyet,İsim,Taşıyan Kişi Sayısı
E,Emir,15121
K,Gizem,15105
K,Pelin,15064
E,Cihat,15058
K,Belgüzar,15049
K,Bircan,15015
K,Vatha,14985
E,Veli,14956
E,Vahap,14947
E,İmdat,14844
E,Namık,14838
E,Güngör,14834
K,Tuğçe,14761
K,Nazike,14659
E,Ender,14608
E,Mert,14555
K,Güzide,14533
E,Ruhi,14476
K,Sara,14453
E,Şener,14447
K,Nesime,14407
K,Sevgi,14331
K,Hacire,14277
K,Bilge,14204
E,Alim,14179
K,Semahat,14156
K,Nure,14143
E,Tufan,14073
K,Tayyibe,14042
E,Nafiz,14007
E,Paşa,14003
K,Sitti,13983
K,Hilmiye,13974
E,Halef,13971
K,Rasime,13969
K,Tevhide,13921
E,Azmi,13893
K,Elvan,13878
K,Güller,13836
E,Naif,13826
E,Kemalettin,13782
K,Zeytun,13771
E,Aytekin,13745
K,Şeyma,13716
K,Besime,13705
E,Bedir,13691
E,Abdurrezak,13666
K,Fitnet,13658
E,Melih,13635
E,Mutlu,13635
K,Zülbiye,13625
K,Muhabbet,13607
K,Gonca,13557
K,Gülendam,13548
E,Şinasi,13533
E,Abdulmecit,13505
K,İlkay,13472
K,Zini,13446
K,Esengül,13409
K,Hicran,13331
K,Jale,13313
K,Mürşide,13285
K,Şaduman,13236
E,Aşır,13218
K,Seçil,13209
E,Ziyaettin,13188
E,Cumhur,13153
K,Fatoş,13145
K,Afife,13075
K,Sevdiye,13013
K,Şahizer,13006
K,Mahmure,13005
E,Koray,12908
K,Özden,12856
E,Kanber,12843
E,Alirıza,12775
K,Cansu,12771
E,Şahabettin,12756
K,Feyza,12695
K,Ayşan,12617
K,Mahbup,12603
K,Gülşen,12599
K,Gülzade,12585
E,İslam,12555
E,Zekai,12548
K,Gülderen,12504
E,Maksut,12502
K,Elfide,12467
E,Fettah,12459
K,Macide,12458
K,Abide,12448
E,Zübeyir,12346
E,Demir,12296
K,Lamia,12282
E,Tayyar,12271
E,Sadık,12241
K,Güngör,12238
K,Selin,12224
E,Köksal,12219
K,Hayat,12171
K,Gülnur,12133
E,Gültekin,12132
E,Şıh/Şeyh,12129
E,Seyfullah,12091
K,Nezire,12082
K,Hasret,12045
K,Ezgi,11973
K,Zeycan,11941
K,Sunay,11884
K,Buket,11828
K,Mülkiye,11809
E,Mehmetali,11785
K,Salime,11747
K,Şeker,11705
E,Abdil,11656
K,Seyide,11608
E,Hadi,11571
K,Müberra,11567
K,Şaziment,11564
E,Mete,11538
E,Mestan,11532
E,Kutbettin,11514
K,Emsal,11472
E,Bahtiyar,11441
K,Şeyda,11427
E,Abdulselam,11426
E,Olcay,11425
E,Enes,11422
E,Fehim,11286
K,Perizade,11208
K,Yosma,11199
E,Sadrettin,11163
E,Sırrı,11116
K,Kafiye,11103
K,Nevim,11065
K,Sünbül,11064
E,Kenan,11029
E,Seyithan,11001
K,Gevher,10935
E,Çağlar,10929
E,Kürşat,10886
E,Nihat,10885
E,Nusrettin,10884
K,Sümeyye,10824
K,Maviş,10805
E,Satı,10784
E,Dilaver,10686
K,Birsel,10665
K,Cihan,10659
E,Cebrail,10588
K,Kadife,10575
K,Ferda,10566
K,Fati,10544
K,Memduha,10503
E,Durali,10441
E,Mirze,10427
K,Sülbiye,10413
E,İsrafil,10359
E,Zühtü,10356
K,Safure,10355
K,Esen,10326
E,Günay,10314
E,Hızır,10306
K,Ümit,10225
K,Müge,10198
K,Nurdane,10179
K,Muhterem,10169
K,Delal,10167
E,Kaan,10155
K,Rahmiye,10143
K,Semire,10121
K,Mübeccel,10115
K,Anşa,10113
K,Tamam,10112
E,Evren,10107
K,Hörü,10058
K,Eylem,10045
K,Nevruz,10043
E,Eray,10022
K,Sümeyra,10009
K,Keriman,9992
E,Cenk,9989
E,Şenel,9957
K,Kamuran,9938
E,Ersan,9934
K,Iraz,9907
K,Kaniye,9855
K,Ülfet,9837
K,Ergül,9828
E,Behzat,9815
E,Göksel,9799
K,Şermin,9792
K,Hande,9737
K,Zülfinaz,9735
K,Hürmüz,9709
K,Tevrat,9707
K,Adul,9689
E,Arap,9686
K,Hüsne,9658
K,Herdem,9589
K,Gülsevim,9558
E,Yıldıray,9543
E,Kamuran,9517
K,Nuran,9506
K,Hani,9486
E,Fesih,9475
E,Abdulhalim,9453
K,Yurdanur,9433
E,Aytaç,9428
K,Hürriyet,9421
K,Meral,9418
K,Ümmiye,9409
K,Işıl,9383
E,Fethullah,9366
E,Nasuh,9361
E,Yener,9361
K,Besna,9349
K,Ece,9341
K,Zaide,9331
K,Ümüş,9319
K,Seviye,9316
E,Abdullatif,9301
K,Sona,9301
K,Sermin,9294
K,Hanse,9264
E,Ziya,9239
E,Abdul,9218
K,Naziye,9207
K,Zemzem,9205
K,Fulya,9201
K,Sırma,9201
E,Enis,9158
K,Aycan,9149
K,Nefize,9093
E,Vural,9082
K,İclal,9053
E,Ferhan,9052
K,Talia,9051
E,Ruşen,9039
E,Abdulsamet,9033
K,Mihriye,9026
K,Zöhre,8996
K,Dönüş,8972
E,Fadıl,8944
E,Mazhar,8934
K,Semiye,8908
E,Abit,8903
K,Mahide,8895
E,Anıl,8875
E,Seçkin,8863
K,Vecihe,8846
K,Zozan,8834
E,Nejat,8833
E,Garip,8831
E,Altan,8805
E,Tuğrul,8799
K,Nazi,8798
E,Mahsum,8798
K,Nasibe,8798
K,Bilgi,8766
K,Ömür,8759
K,Damla,8742
K,Gülen,8704
E,Sedat,8696
K,Şebnem,8687
K,Şaziye,8662
K,Ayni,8652
E,Alican,8631
E,Abdulhakim,8613
K,Mahinur,8593
E,Cihangir,8592
E,Şah,8591
K,Aynizeliha,8587
K,Hale,8569
E,Kudret,8554
K,Faize,8524
K,Menice,8524
K,Naime,8453
E,Hamza,8449
K,Yazgül,8405
E,Nesim,8379
K,Feriştah,8369
K,Köçeri,8332
K,Peruze,8309
E,Ata,8304
K,Sadıka,8299
E,Hamdullah,8277
E,İkram,8228
E,Besim,8207
K,Gökçe,8195
K,Nebiha,8189
E,Abdulbari,8179
K,Gögerçin,8179
K,Kebire,8172
K,Ceren,8164
K,Hedle,8144
K,Hori,8143
K,Celile,8139
K,Elveda,8112
K,Fikret,8067
E,Ceyhun,8059
K,Enise,8048
E,Muttalip,8031
K,Urkiye,8024
E,Sultan,8012
E,Abdo,7985
K,Mehri,7899
E,Faris,7883
K,İlhan,7882
K,Gazali,7881
K,Mahi,7875
K,Nurcihan,7868
E,Faysal,7867
K,Gülkız,7866
K,Afet,7861
K,Fatmagül,7841
K,Anakız,7833
E,Elvan,7824
E,Memik,7823
E,Gürcan,7813
K,Emeti,7809
E,Ümmet,7806
E,Ümit,7804
E,Muhterem,7802
K,Ceyda,7801
K,Mekiye,7792
K,Suat,7751
K,Yağmur,7749
E,Mümtaz,7734
E,Veyis,7715
E,İbiş,7708
K,Türkiye,7677
E,Serdar,7675
E,Bora,7664
E,Hasip,7664
E,Zahir,7651
K,Fehmiye,7603
E,Kubilay,7578
E,Ferzende,7576
K,Peyruze,7562
K,Başak,7562
K,Felek,7546
K,Selbi,7542
K,Sezen,7534
K,Hümeyra,7477
E,Asker,7475
K,Server,7464
E,Çağrı,7463
E,Gökmen,7461
K,Cavide,7444
K,Mahiye,7443
K,Muhlise,7399
K,Aydan,7394
E,Hasbi,7375
E,Alişan,7372
E,Hamo,7364
K,Peri,7358
K,İhsan,7341
E,Hayrettin,7331
E,Tanju,7306
K,Ayça,7279
K,Mücella,7244
K,Hazne,7229
E,Şadi,7228
E,Tayfur,7227
E,Timur,7207
E,Ferman,7206
E,Cabbar,7198
E,Gani,7195
E,Maşallah,7178
K,Nebile,7176
K,Saffet,7142
K,İnsaf,7141
K,Gevri,7118
E,Seracettin,7105
E,Nimet,7094
E,Mansur,7093
E,Serhan,7065
K,Olcay,7055
E,Abdulgani,7048
K,Amşe,7047
E,Öner,7033
K,Ayşenur,7026
E,Kurban,7026
E,Furkan,7021
K,Gülgün,7013
E,Seydo,7006
E,Dinçer,6999
E,Gıyasettin,6997
E,Güner,6982
K,Yücel,6966
K,Nedret,6957
K,Sonay,6956
E,Polat,6949
E,Zakir,6946
K,İkram,6943
K,Şekernaz,6939
K,Hazime,6934
K,Akkız,6923
E,Casim,6911
E,Hazım,6894
K,Mahire,6856
K,Feruze,6856
E,Habil,6832
E,Feyyaz,6822
E,Necattin,6812
K,Vicdan,6798
E,Hami,6796
K,Nihan,6777
K,Zahire,6745
K,Zakire,6701
E,Vasfi,6665
K,Vesile,6664
E,Mükremin,6654
K,İrem,6638
K,Aysen,6634
K,Nuri,6621
K,Nazire,6587
K,Zülal,6578
K,Nevin,6574
E,Atakan,6572
K,Embiye,6566
K,Avaş,6562
E,Abdulhadi,6562
K,Rezan,6544
E,Ulaş,6516
E,Abdulcebbar,6515
K,Netice,6511
E,Efendi,6489
E,Kıyasettin,6465
K,Bağdagül,6462
E,Ercüment,6456
E,Cezmi,6449
E,İlkay,6437
E,Ünsal,6436
K,Binefş,6414
K,Sadriye,6411
K,Mühibe,6405
K,Bahire,6395
E,Ensar,6393
K,Gülpaşa,6386
E,Seyhan,6383
K,Ayyuş,6376
K,Ruhiye,6363
E,Ağa,6358
E,Çelebi,6357
K,Hasene,6355
K,İde,6341
K,Muhbet,6338
K,Emetullah,6334
K,Feray,6319
E,Durak,6316
K,Gülfiye,6305
K,Sevtap,6298
K,Beser,6289
K,Saray,6255
E,Ekber,6253
K,Yaşariye,6246
E,Tuna,6198
E,Ejder,6161
E,Nahit,6143
K,Hatem,6141
K,Dilara,6141
E,Malik,6137
E,Nasır,6135
K,Elmast,6134
E,Abdulmuttalip,6133
K,Şayeste,6132
E,Feramuz,6121
K,Maksude,6111
E,Hatip,6101
K,Selvet,6085
E,Sulhattin,6057
E,Alp,6047
K,Ferah,6039
E,Mulla,6033
E,Efrahim,6033
E,Doğan,6023
K,Didar,5987
E,Temur,5987
K,Leyli,5979
E,Fedai,5969
E,Atıf,5956
E,Bedirhan,5954
K,Ruziye,5947
E,Siraç,5944
K,Gülfem,5941
K,Amine,5899
K,Saliç,5885
E,Abdulgafur,5873
K,Ramize,5847
K,Kifayet,5837
E,Neşat,5829
K,Neval,5819
K,Adife,5813
K,Özcan,5805
K,Methiye,5794
E,Cevdet,5786
E,Hakim,5773
K,Rindi,5771
E,Mamo,5764
K,Nafize,5757
K,Nefiye,5755
K,Menci,5755
E,Ulvi,5743
E,Vedat,5724
E,Ersoy,5703
E,Kayhan,5648
K,Bağdat,5645
E,Zahit,5632
K,Nofa,5596
E,Türker,5593
E,Ergun,5592
K,Dursun,5589
K,Hayrunnisa,5584
E,Feti,5557
E,Medet,5555
K,Müjde,5545
K,İsminaz,5545
K,Sezer,5538
K,Nesli,5528
K,Ayşeana,5527
E,Rauf,5516
K,Haney,5513
K,Vecide,5509
E,Bişar,5509
E,Bilgin,5505
K,Piruze,5494
K,Sefa,5488
K,Marziye,5486
K,Maşallah,5481
K,Akkadın,5478
E,Rıfkı,5451
E,Eser,5444
K,Şaha,5402
K,Ayşi,5397
E,Hayri,5384
E,Çağdaş,5381
K,Melis,5365
K,Sadiye,5354
K,Faden,5349
E,Pehlül,5332
E,Erdi,5329
K,Beşire,5326
K,Yazi,5318
E,Tuncay,5303
K,Bahtiyar,5299
K,Zeyni,5273
E,Asaf,5271
K,Rahile,5253
E,Taylan,5235
E,Atalay,5233
E,Cesim,5231
K,Naşide,5229
K,Nihayet,5215
K,Mihrican,5213
E,Güray,5212
E,Gürhan,5202
K,Çağla,5189
K,Hanimi,5186
E,Kurtuluş,5156
K,Sudiye,5151
E,Nezih,5144
K,Begüm,5144
K,Çakır,5136
E,Çağatay,5135
K,Zernişan,5114
K,Sehernaz,5093
K,Mehdiye,5091
E,Maruf,5089
K,Hamail,5084
K,Gülafer,5048
E,Özay,5048
E,Ferruh,5031
