Cinsiyet,İsim,Taşıyan Kişi Sayısı
K,Bennu,9
K,Benvenida,52
K,Benzer,147
K,Benzigül,351
K,Berçem,203
K,Berçin,120
K,Berçin2,0
K,Beral,28
K,Beran,62
K,Berat,3.568
K,Beray,256
K,Berceste,54
K,Bercis,228
K,Bercuhi,236
K,Bereket,121
K,Beren,101
K,Berfi,2.913
K,Berfin,516
K,Berfo,1.768
K,Berge,235
K,Bergen,217
K,Bergin,285
K,Berha,26
K,Berhi,173
K,Beri,58
K,Beria,617
K,Berihan,223
K,Berika,600
K,Beril,1.406
K,Berire,94
K,Beritan,27
K,Berivan,4.405
K,Berkan,76
K,Berkay,97
K,Berke,42
K,Berkin,35
K,Berkiza,109
K,Berlin,319
K,Bermal,102
K,Berna,17.824
K,Bernadette,26
K,Berra,1.68
K,Berrak,1.295
K,Berrin,21.949
K,Berriye,41
K,Berta,133
K,Bertan,164
K,Berza,15
K,Besalet,53
K,Beser,6.289
K,Beserek,53
K,Besi,35.134
K,Besime,13.705
K,Besiye,510
K,Besna,9.349
K,Beso,775
K,Besra,20.607
K,Besrayi,3.711
K,Beste,1.438
K,Bestenigar,4
K,Besti,1.525
K,Betül,38.589
K,Beti,185
K,Betigül,244
K,Betim,11
K,Betula,8
K,Beyan,582
K,Beyaz,24.402
K,Beybun,826
K,Beycan,292
K,Beyce,201
K,Beyda,387
K,Beyhan,36.057
K,Beylete,210
K,Beyman,25
K,Beyna,243
K,Beynur,65
K,Beysun,176
K,Beytiye,2.466
K,Beytnehrin,6
K,Beytullah,63
K,Beyyo,531
K,Beyza,4.797
K,Beyzade,387
K,Bezar,4.454
K,Bezey,76
K,Bezi,707
K,Bezmialem,20
K,Bezmiye,115
K,Bianka,74
K,Bişenk,109
K,Biber,175
K,Bibi,545
K,Bidayet,55
K,Bige,665
K,Bigem,14
K,Bihter,1.484
K,Bijen,76
K,Bilakş,201
K,Bilay,90
K,Bilcan,352
K,Bildan,279
K,Bildane,346
K,Bilen,247
K,Bilfer,75
K,Bilgül,176
K,Bilgün,196
K,Bilgay,76
K,Bilge,14.204
K,Bilgehan,1.192
K,Bilgel,11
K,Bilgen,3.923
K,Bilgenur,97
K,Bilgesu,80
K,Bilgi,8.766
K,Bilgin,3.629
K,Bilhan,385
K,Bilican,125
K,Bilinç,26
K,Bilir,64
K,Bilkay,143
K,Bilkeyis,85
K,Billur,1.589
K,Bilmez,805
K,Bilnaz,578
K,Bilnur,244
K,Bilor,2.239
K,Bilsel,188
K,Bilsem,45
K,Bilsen,2.372
K,Bilser,440
K,Bilsev,67
K,Bilsin,55
K,Bilun,126
K,Bina,1.197
K,Bindal,63
K,Binefş,6.414
K,Bingöl,1.742
K,Bingül,3.225
K,Bingüzel,807
K,Binhan,64
K,Binlik,110
K,Binnaz,39.619
K,Binnur,6.31
K,Biray,502
K,Birşen,262
K,Birben,230
K,Bircan,15.015
K,Birce,278
K,Bircihan,91
K,Birdal,427
K,Birdane,1.557
K,Birden,86
K,Birdesen,22
K,Birgül,58.862
K,Birgün,340
K,Birgen,163
K,Birhan,712
K,Biriçim,38
K,Biricik,181
K,Birim,153
K,Birinci,288
K,Birkız,60
K,Birkan,326
K,Birnur,1.469
K,Birol,94
K,Birsel,10.665
K,Birsen,56.032
K,Birsu,140
K,Birten,1.259
K,Bizi,245
K,Blerta,2
K,Boşnak,11
K,Bodi,356
K,Bohora,21
K,Boncuk,159
K,Bostan,597
K,Bozan,333
K,Bozi,1.059
K,Brenda,27
K,Brigitte,197
K,Brunhilde,12
K,Buğlem,6
K,Buğra,112
K,Bubi,19
K,Buhari,489
K,Buket,11.828
K,Bulduk,27
K,Bulgan,9
K,Bulunmaz,333
K,Bulut,335
K,Burçak,1.863
K,Burçay,45
K,Burçe,270
K,Burçin,8.65
K,Burcan,59
K,Burcu,49.968
K,Burhaniye,116
K,Burla,16
K,Buruca,270
K,Burucuzzaman,4
K,Buse,1.777
K,Buson,52
K,Cüferiye,126
K,Cüheyna,38
K,Cüney,301
K,Cüveyra,135
K,Cüveyriye,92
K,Cabbar,50
K,Cabire,39
K,Cabiye,29
K,Caferiye,439
K,Cafiye,888
K,Cahide,28.133
K,Cahile,103
K,Cahime,63
K,Cahire,22
K,Cahize,302
K,Caize,1.909
K,Calibe,407
K,Caliye,74
K,Camila,99
K,Camiye,585
K,Can,2.108
K,Cana,326
K,Canan,69.151
K,Canay,295
K,Canşah,49
K,Cancan,34
K,Candaş,34
K,Candan,4.601
K,Candeğer,416
K,Canel,103
K,Caner,123
K,Caney,150
K,Canfer,134
K,Canfes,249
K,Canfeza,22
K,Canfide,1.11
K,Cangül,791
K,Cani,849
K,Canibe,384
K,Caniye,143
K,Cankız,97
K,Canlar,205
K,Cannur,171
K,Canpaşa,1.592
K,Cansın,299
K,Cansaran,72
K,Cansel,2.331
K,Cansen,570
K,Canser,2.451
K,Canset,515
K,Cansu,12.771
K,Cansuret,64
K,Cariye,364
K,Carmen,145
K,Carol,114
K,Casime,24
K,Casiye,15
K,Cavidan,3.579
K,Cavide,7.444
K,Cavreş,718
K,Cazibe,1.22
K,Cazik,38
K,Cazime,281
K,Caziye,4.964
K,Cebriye,262
K,Ceci,884
K,Cecilia,8
K,Cedide,510
K,Cefail,126
K,Cefakar,32
K,Cehriye,54
K,Celadet,48
K,Celale,224
K,Celile,8.139
K,Cemafer,779
K,Cemalşah,121
K,Cemaliye,3.753
K,Cemanur,2.201
K,Cemet,231
K,Cemile,307.772
K,Cemine,176
K,Cemiyet,238
K,Cemo,73
K,Cemre,660
K,Cemzade,39
K,Cenan,2.068
K,Cenap,31
K,Cengiz,59
K,Ceni,152
K,Cennan,2
K,Cennet,117.513
K,Cenney,474
K,Ceren,8.164
K,Ceride,114
K,Cesaret,27
K,Cesika,25
K,Cesime,81
K,Cesra,16
K,Cesur,28
K,Cevahir,34.238
K,Cevale,829
K,Cevdan,58
K,Cevdet,67
K,Cevher,3.254
K,Cevi,72
K,Cevrinaz,148
K,Cevriye,45.837
K,Cevza,166
K,Ceyda,7.801
K,Ceyhan,4.439
K,Ceyhun,424
K,Ceylan,19.248
K,Ceylin,104
K,Ceynur,49
K,Cezanur,162
K,Cezayir,898
K,Cezile,21
K,Cezire,66
K,Cezminur,1.742
K,Cezmiye,288
K,Chantal,18
K,Charlotte,83
K,Christel,47
K,Christine,724
K,Cibin,230
K,Cici,158
K,Cide,289
K,Ciger,20
K,Cihade,46
K,Cihadiye,334
K,Cihan,10.659
K,Cihanara,8
K,Cihanşah,20
K,Cihanbani,37
K,Cihangir,45
K,Cihanser,121
K,Cihansuz,3
K,Cihantep,2
K,Cihanyandı,26
K,Cilve,164
K,Cimşide,176
K,Cinan,59
K,Cinsel,14
K,Cirva,326
K,Cisminaz,30
K,Civade,314
K,Civan,1.336
K,Claudette,16
K,Claudia,154
K,Claudine,22
K,Coşkun,185
K,Colette,17
K,Constanta,72
K,Corcet,118
K,Cornelia,91
K,Coya,137
K,Cudiye,120
K,Cuma,556
K,Cumaliye,53
K,Cumana,37
K,Cumaziye,1.626
K,Cumhur,469
K,Cumhuriyet,840
K,Curiye,618
K,Cuyibar,3
K,Cynthia,12
K,Dırahşan,175
K,Dökme,109
K,Dönüş,8.972
K,Dönay,1.018
K,Döndü,201.949
K,Döne,93.398
K,Döner,1.552
K,Döngül,78
K,Dönmüş,52
K,Dönsün,152
K,Dönsel,490
K,Düşize,97
K,Dülşah,183
K,Dündar,87
K,Dünya,2.03
K,Dünyazet,34
K,Dürdane,59.402
K,Dürefşan,26
K,Düreyde,15
K,Düriban,12
K,Düriye,36.693
K,Dürnev,169
K,Dürrüşehvar,108
K,Dürrünisa,26
K,Dürre,1.164
K,Dürrin,97
K,Düzgün,17
K,Dadok,29
K,Dagmar,22
K,Dahile,155
K,Dahiye,204
K,Daime,357
K,Daire,13
K,Daki,55
K,Dakika,6
K,Dalga,24
K,Dalia,175
K,Dalida,41
K,Damla,8.742
K,Dane,200
K,Daniela,226
K,Daniye,374
K,Darçın,270
K,Darejan,41
K,Daria,14
K,Daviye,253
K,Dawn,25
K,Daya,83
K,Değer,307
K,Deble,131
K,Deborah,79
K,Defne,659
K,Dehşet,64
K,Dehibe,11
K,Delal,10.167
K,Delef,54
K,Delel,214
K,Delfin,14
K,Delice,5
K,Delila,489
K,Delle,1.782
K,Demet,28.027
K,Demirşah,183
K,Demire,651
K,Demirhan,672
K,Demirzade,146
K,Dençali,14
K,Denef,11
K,Denise,124
K,Deniz,41.691
K,Derdi,3.188
K,Derdinaz,208
K,Derdiyok,19
K,Derdo,397
K,Derem,49
K,Deren,224
K,Derin,65
K,Derman,929
K,Dersim,79
K,Dervişe,981
K,Derya,90.458
K,Desen,36
K,Despina,211
K,Destan,275
K,Deste,2.065
K,Destegül,1.045
K,Destina,53
K,Devlet,4.202
K,Devran,977
K,Devrim,2.163
K,Devriye,124
K,Diana,330
K,Diba,717
K,Dibe,791
K,Dicle,1.997
K,Didar,5.987
K,Dide,86
K,Didem,18.257
K,Dihle,244
K,Dikmen,187
K,Dikranuhi,118
K,Dikris,12
K,Dila,814
K,Dilan,2.819
K,Dilar,41
K,Dilara,6.141
K,Dilaram,31
K,Dilaver,842
K,Dilavuz,94
K,Dilay,1.494
K,Dilşah,16.664
K,Dilşan,711
K,Dilşat,2.108
K,Dilayda,36
K,Dilşen,177
K,Dilbaz,117
K,Dilbent,8
K,Dilber,60.453
K,Dilbeste,43
K,Dilcan,91
K,Dilda,20
K,Dildan,39
K,Dildar,1.211
K,Dilek,146.323
K,Dilem,249
K,Diler,1.541
K,Dilfeza,34
K,Dilfikar,74
K,Dilfiruz,3.202
K,Dilge,56
K,Dilgeş,25
K,Dilhan,213
K,Dilhun,56
K,Dili,206
K,Dilif,903
K,Dilistan,25
K,Dilküşa,12
K,Dilmen,68
K,Dilnevaz,396
K,Dilnur,65
K,Dilo,115
K,Dilovan,36
K,Dilruba,469
K,Dilsaz,14
K,Dilvin,214
K,Dimitra,36
K,Dina,129
K,Dinar,454
K,Dindar,593
K,Dindi,199
K,Dindina,7
K,Dinemis,18
K,Diniye,141
K,Dinmez,7
K,Dirayet,274
K,Diren,345
K,Direnç,17
K,Dirhem,35
K,Diri,90
K,Dirim,23
K,Diruhi,142
K,Ditin,15
K,Divan,893
K,Diyamanti,34
K,Diyanet,124
K,Diyar,233
K,Doğa,225
K,Doğan,456
K,Doğru,9
K,Doğu,49
K,Doğuş,56
K,Dodo,16
K,Doli,64
K,Dolunay,495
K,Domnica,46
K,Donna,193
K,Dora,103
K,Doreta,24
K,Dori,34
K,Dorina,69
K,Doris,69
K,Dorothy,102
K,Doruk,40
K,Dotmir,20
K,Doyduk,529
K,Drita,38
K,Dudi,763
K,Dudu,162.239
K,Duha,119
K,Duhan,41
K,Duhter,52
K,Dulkadın,60
K,Duman,338
K,Dumitra,34
K,Dunya,33
K,Dura,372
K,Duran,6.85
K,Duray,262
K,Durşan,128
K,Durşen,523
K,Durcan,2.431
K,Durdiye,3.624
K,Durdu,46.761
K,Durduhan,247
K,Durduk,47
K,Durdunaz,1.153
K,Durdur,33
K,Durfani,13
K,Durgül,754
K,Durgüzel,34
K,Durhanım,649
K,Durkız,393
K,Durkadın,26.046
K,Durmuş,272
K,Durmuşa,418
K,Durna,4.745
K,Durnatel,228
K,Durnel,120
K,Durri,3.039
K,Dursa,192
K,Dursade,1.327
K,Dursaf,158
K,Dursaliye,594
K,Dursane,311
K,Dursel,582
K,Dursen,886
K,Dursine,429
K,Dursiye,3.43
K,Dursun,55.89
K,Duru,687
K,Duruş,305
K,Duthan,51
K,Duygu,39.12
K,Duysal,69
K,Eşbe,137
K,Eşe,56.526
K,Eşemen,622
K,Eşik,151
K,Eğlence,116
K,Eşman,259
K,Eşmi,391
K,Eşref,1.033
K,Eşret,38
K,Eğrice,67
K,Ebe,254
K,Ebekız,152
K,Ebekadın,84
K,Ebiş,586
K,Ebide,432
K,Ebili,77
K,Ebrüşüm,321
K,Ebrar,130
K,Ebrike,75
K,Ebrize,342
K,Ebru,66.138
K,Ebruhi,35
K,Ebrul,93
K,Ece,9.341
K,Ecem,2.101
K,Ecer,13
K,Ecmel,310
K,Eco,366
K,Ecram,3
K,Ecrin,35
K,Ecriye,68
K,Eda,30.113
K,Edaker,109
K,Edalı,701
K,Edanur,366
K,Edaye,124
K,Edebiye,428
K,Edeltraud,14
K,Edibe,22.594
K,Edith,123
K,Ediz,119
K,Edna,36
K,Edremit,9
K,Edul,204
K,Efey,274
K,Efiç,70
K,Efil,742
K,Efimia,27
K,Efkar,52
K,Eflal,10
K,Eflatun,99
K,Efnan,167
K,Efra,35
K,Efraz,100
K,Efrosini,80
K,Efrumiye,303
K,Efruz,1.08
K,Efsane,105
K,Efser,300
K,Efstratiya,8
K,Efsun,623
K,Efsunkar,4
K,Eftal,278
K,Eftalya,18
K,Efterpi,8
K,Eftik,27
K,Eftimiya,22
K,Ege,342
K,Egemen,122
K,Ehlem,14
K,Ehli,91
K,Ehlidil,32
K,Ehliman,528
K,Ehlinaz,586
K,Ehliye,69
K,Ehlizar,94
K,Eileen,31
K,Ekabir,110
K,Ekber,70
K,Ekim,104
K,Ekin,929
K,Ekmel,55
K,Eknur,83
K,Ekreme,203
K,Ela,2.793
K,Elçin,4.842
K,Elanur,935
K,Elbiren,134
K,Elbis,22
K,Elda,131
K,Elda2,0
K,Eldebran,17
K,Eldegül,170
K,Elefteriya,44
K,Elem,585
K,Elena,2.374
K,Eleonora,104
K,Eley,1.058
K,Elfesiya,657
K,Elfide,12.467
K,Elfinaz,200
K,Elfiye,677
K,Elfriede,51
K,Elgin,137
K,Elgiz,62
K,Elhame,247
K,Elhan,179
K,Eli,251
K,Eli2,0
K,Elif,468.75
K,Eligül,52
K,Elihan,71
K,Elis,280
K,Elisabeth,1.032
K,Eliz,827
K,Elke,51
K,Ella,25
K,Elma,631
K,Elmas,116.767
K,Elmast,6.134
K,Elmira,353
K,Elmon,28
K,Elo,269
K,Elsinet,218
K,Eltaf,85
K,Elvan,13.878
K,Elveda,8.112
K,Elver,209
K,Elviş,45
K,Elvin,828
K,Elvira,138
K,Elzem,68
K,Emanet,709
K,Emanuela,9
K,Embiye,6.566
K,Eme,44
K,Emek,469
K,Emel,78.991
K,Emen,107
K,Ementi,206
K,Emeti,7.809
K,Emetullah,6.334
K,Emey,514
K,Emiş,25.868
K,Emik,280
K,Emile,230
K,Emilia,187
K,Emine,1.806.700 
K,Emir,32.325
K,Emirayşe,1.095
K,Emirhan,202
K,Emirzade,935
K,Emlik,260
K,Emma,108
K,Emmun,2.911
K,Emniyet,78
K,Emo,1.08
K,Emoş,2.08
K,Emoşi,98
K,Emprime,3
K,Emra,535
K,Emran,435
K,Emre,2
K,Emrihan,66
K,Emriye,25.264
K,Emsal,11.472
K,Emsare,98
K,Emsile,650
K,Emzade,852
K,Enber,169
K,Endam,2.122
K,Ender,1.307
K,Enfal,33
K,Enfes,40
K,Enfiye,73
K,Engül,332
K,Engin,2.447
K,Enginar,148
K,Enhar,61
K,Enise,8.048
K,Ennur,117
K,Enveriye,458
K,Enzel,377
K,Epruz,516
K,Erçin,122
K,Eray,411
K,Erbil,197
K,Ercüment,54
K,Ercan,430
K,Ercihan,68
K,Erdal,114
K,Erdegül,159
K,Erdem,1.454
K,Erden,267
K,Erdihan,431
K,Erdoğan,136
K,Erem,51
K,Eren,1.086
K,Erendiz,17
K,Erengül,918
K,Erfe,119
K,Ergül,9.828
K,Ergün,768
K,Ergin,223
K,Erguvan,34
K,Erhan,215
K,Eriş,63
K,Eribe,187
K,Erik,53
K,Erika,109
K,Erin,50
K,Erinç,114
K,Erman,217
K,Erna,100
K,Ernestine,14
K,Ernur,227
K,Ersel,152
K,Ersen,530
K,Ersev,32
K,Ersin,2.194
K,Ersun,93
K,Erte,6
K,Ertem,42
K,Erten,496
K,Erva,181
K,Ervah,97
K,Erzan,337
K,Erzi,185
K,Erzo,232
K,Esen,10.326
K,Esengül,13.409
K,Eser,3.245
K,Esfer,54
K,Esile,111
K,Esim,309
K,Esin,24.3
K,Esire,39
K,Esiye,618
K,Eslem,97
K,Esli,85
K,Eslihan,227
K,Esma,206.959
K,Esmagül,238
K,Esman,313
K,Esmanperi,1.379
K,Esmer,19.694
K,Esmeray,1.02
K,Esmi,426
K,Esmira,59
K,Esra,92.747
K,Esrar,80
K,Esrin,118
K,Essüm,544
K,Ester,1.165
K,Esterya,259
K,Esvet,731
K,Etel,110
K,Eter,281
K,Etey,206
K,Etheme,18
K,Eti,173
K,Etike,238
K,Etyemez,116
K,Eugenia,248
K,Eva,219
K,Evangeliya,45
K,Evantiya,30
K,Evşen,1.054
K,Evcan,156
K,Evcim,25
K,Evdegül,102
K,Evdoksiya,101
K,Evelyn,55
K,Evin,3.016
K,Evin2,0
K,Evindar,72
K,Evliya,135
K,Evnur,129
K,Evre,199
K,Evren,1.922
K,Evrensel,27
K,Evridiki,21
K,Evrim,4.825
K,Evrin,100
K,Evsel,96
K,Evsen,34
K,Eyice,136
K,Eylül,665
K,Eylem,10.045
K,Eymen,255
K,Eyser,102
K,Eytan,159
K,Eyyübe,135
K,Eyyam,25
K,Ezel,1.469
K,Ezemet,161
K,Ezgi,11.973
K,Ezgin,74
K,Ezher,138
K,Ezine,2.656
K,Eznur,264
K,Ezo,239
K,Fıdda,2.409
K,Fındık,10.65
K,Fırat,94
K,Fıstık,4
K,Förü,124
K,Füreyya,39
K,Füsun,12.75
K,Fütühat,126
K,Fabromiye,51
K,Faden,5.349
K,Fadik,18.803
K,Fadile,18.786
K,Fahrünnisa,1.744
K,Fahrişan,69
K,Fahriye,81.004
K,Fahruleyil,11
K,Faide,1.025
K,Faika,10.82
K,Faile,406
K,Faize,8.524
K,Fakide,1.034
K,Fakiye,1.048
K,Fakize,153
K,Famiş,383
K,Famile,1.219
K,Famiye,141
K,Fandi,164
K,Fani,246
K,Faniye,272
K,Fano,45
K,Fantazi,11
K,Fara,27
K,Farika,1.201
K,Faruka,125
K,Fasla,2.985
K,Fatım,17.614
K,Fatey,2.923
K,Fati,10.544
K,Fatiha,1.241
K,Fatihan,228
K,Fatine,176
K,Fatma,3.411.485 
K,Fatmadudu,67
K,Fatmagül,7.841
K,Fatmahan,260
K,Fatmahanım,234
K,Fatmakadın,131
K,Fatmana,47.724
K,Fatmanur,1.466
K,Fatmatüzzehra,2.273
K,Fatmire,37
K,Fato,1.89
K,Fatoş,13.145
K,Fazilet,36.06
K,Faziye,829
K,Febiye,116
K,Fecer,220
K,Fecriye,6.51
K,Feda,251
K,Fedai,209
K,Fedakar,247
K,Feden,2.064
K,Fedi,206
K,Fediş,124
K,Fedile,3.382
K,Fedim,367
K,Fedima,233
K,Fedime,4.365
K,Fedva,546
K,Fehaddis,11
K,Fehamet,583
K,Feheda,95
K,Fehiman,513
K,Fehime,50.781
K,Fehminaz,425
K,Fehmiye,7.603
K,Felek,7.546
K,Felekşan,162
K,Feleknaz,4.644
K,Feleksima,12
K,Felem,77
K,Felemez,31
K,Felicia,44
K,Fendişemal,173
K,Fendiye,1.53
K,Fener,1.559
K,Fenniye,94
K,Fer+,0
K,Ferah,6.039
K,Ferahat,26
K,Ferahdiba,504
K,Ferahi,721
K,Ferahnaz,3.781
K,Ferahnur,84
K,Ferail,20
K,Feraset,936
K,Feray,6.319
K,Feraye,164
K,Ferayi,917
K,Ferda,10.566
K,Ferdal,107
K,Ferdane,18.443
K,Ferdiye,1.197
K,Ferfuri,3.213
K,Fergül,571
K,Fergün,88
K,Ferha,3.248
K,Ferhat,138
K,Ferhunde,2.453
K,Feri,117
K,Feriş,535
K,Feriştah,8.369
K,Ferican,373
K,Ferice,1.509
K,Feride,152.684
K,Feriha,20.964
K,Ferihan,15.568
K,Ferik,1.157
K,Ferime,169
K,Ferise,345
K,Feriye,2.575
K,Ferize,3.819
K,Ferman,519
K,Fermiye,372
K,Fermuş,125
K,Fermude,2.318
K,Fernur,89
K,Fernuse,124
K,Fero,135
K,Ferruh,721
K,Fersan,94
K,Fersi,1.196
K,Fersun,71
K,Feruzan,5.19
K,Feruzat,1.102
K,Feruze,6.856
K,Fervet,19
K,Feryal,4.004
K,Feryan,294
K,Feryat,719
K,Feryaz,3.108
K,Ferzan,1.169
K,Ferzende,47
K,Ferzi,1.432
K,Ferzimelek,2.184
K,Ferziye,1.482
K,Ferzo,258
K,Fesihe,660
K,Feslikan,190
K,Fesude,171
K,Fesul,178
K,Fetahna,924
K,Fetanet,1.079
K,Fethan,390
K,Fethiye,60.803
K,Feti,383
K,Fetiha,1.289
K,Fetinaz,146
K,Fetinur,53
K,Fettane,294
K,Fettum,195
K,Fevkiye,1.644
K,Fevriye,192
K,Fevronia,6
K,Fevruşa,60
K,Fevziye,43.975
K,Feyhan,666
K,Feyme,474
K,Feyruşah,356
K,Feyruşan,26
K,Feyruz,3.835
K,Feyyaz,83
K,Feyza,12.695
K,Feyzünnisa,6
K,Feyzanur,192
K,Feza,1.239
K,Fidan,58.672
K,Fidase,774
K,Fidaye,1.132
K,Fidel,66
K,Fidi,214
K,Fidoş,845
K,Figen,34.498
K,Fikar,292
K,Fiknet,311
K,Fikran,792
K,Fikret,8.067
K,Fikrinaz,733
K,Fikriye,120.603
K,Fikro,68
K,Filbilat,24
K,Filik,710
K,Filiz,133.984
K,Filizan,145
K,Filli,820
K,Filomen,25
K,Filor,531
K,Fincan,3.625
K,Finci,1.846
K,Findi,43
K,Finey,88
K,Fintoz,724
K,Firade,96
K,Firaz,1.104
K,Firdevs,94.485
K,Firdinaz,203
K,Fire,292
K,Firengiz,165
K,Firince,769
K,Firkat,1.612
K,Fitnet,13.658
K,Fitret,224
K,Fiyet,751
K,Fiyetli,106
K,Fize,614
K,Florentina,80
K,Florina,25
K,Fodul,459
K,Fortune,321
K,Fotini,71
K,Françoise,131
K,Fransuhi,34
K,Frieda,65
K,Friederike,15
K,Ful,83
K,Fulay,80
K,Fulden,645
K,Fulya,9.201
K,Funda,32.173
K,Furkan,134
K,Fusku,30
K,Gılman,1.366
K,Göçek,18
K,Göğüş,401
K,Göşefuj,13
K,Gögerçin,8.179
K,Gökçe,8.195
K,Gökçek,1.09
K,Gökçen,4.755
K,Gökay,111
K,Gökşen,1.74
K,Gökşin,322
K,Gökben,1.37
K,Gökcan,406
K,Gökhan,77
K,Gökkız,299
K,Gökmen,389
K,Göknil,285
K,Göknur,1.945
K,Göksel,2.686
K,Göksen,317
K,Gökser,92
K,Göksu,838
K,Gökten,67
K,Gölgen,78
K,Gönül,112.353
K,Gönülay,50
K,Gönel,15
K,Gönen,375
K,Gönenç,109
K,Görçek,300
K,Göral,52
K,Görgün,113
K,Görkem,1.212
K,Görsev,179
K,Göster,25
K,Gözüm,6
K,Gözde,15.273
K,Göze,294
K,Gözen,175
K,Gözi,1.808
K,Gözlem,45
K,Güçlü,19
K,Gübra,143
K,Gügü,17
K,Gül,61.948
K,Güla,110
K,Gülçınar,49
K,Gülçehre,2.419
K,Gülçiçek,2.499
K,Gülçimen,940
K,Gülçin,34.067
K,Gülçubuk,231
K,Gülüş,1.668
K,Gülük,64
K,Gülüm,1.253
K,Gülümsedi,6
K,Gülümser,24.008
K,Gülünç,15
K,Gülünya,36
K,Gülüsor,156
K,Gülüzar,261.026
K,Gülaçtı,1.67
K,Güladiye,1.499
K,Gülafer,5.048
K,Gülahmer,103
K,Gülal,357
K,Gülaltun,69
K,Gülan,968
K,Gülara,167
K,Gülav,267
K,Gülay,104.619
K,Gülşade,1.353
K,Gülşah,31.922
K,Gülayşe,3.668
K,Gülaydın,654
K,Gülşehri,660
K,Gülşeker,306
K,Gülşen,125.99
K,Gülşeref,738
K,Gülşişe,565
K,Gülşifa,228
K,Gülşiraz,93
K,Gülşirin,198
K,Gülazem,285
K,Gülbüş,93
K,Gülbüz,372
K,Gülbacı,46
K,Gülbahçe,168
K,Gülbahar,49.927
K,Gülbahri,99
K,Gülbaki,339
K,Gülbani,1.199
K,Gülbari,1.008
K,Gülbeden,3.474
K,Gülben,1.641
K,Gülbeniz,94
K,Gülberk,53
K,Gülbes,104
K,Gülbeste,130
K,Gülbeyaz,31.925
K,Gülbibi,42
K,Gülbin,3.352
K,Gülbir,96
K,Gülbiter,86
K,Gülbiye,4.331
K,Gülboy,412
K,Gülcük,231
K,Gülcan,77.059
K,Gülcay,567
K,Gülce,1.091
K,Gülcemal,5.52
K,Gülcennet,25
K,Gülcevher,52
K,Güldöne,454
K,Güldünya,175
K,Güldür,73
K,Güldüren,207
K,Güldali,3.929
K,Güldane,47.004
K,Güldehen,192
K,Güldemet,364
K,Güldemir,38
K,Gülden,20.972
K,Güldeniz,1.021
K,Güldenur,645
K,Gülderen,12.504
K,Güldeste,3.314
K,Güldiken,36
K,Güldoğan,354
K,Güldudu,83
K,Güldursun,581
K,Güleç,161
K,Gülebe,681
K,Güleda,153
K,Gülelif,29
K,Gülem,226
K,Gülen,8.704
K,Gülenç,81
K,Gülenay,749
K,Gülenaz,1.649
K,Gülenber,1.647
K,Gülendam,13.548
K,Gülender,4.61
K,Gülengül,328
K,Gülennur,100
K,Güler,120.918
K,Güleray,172
K,Gülerdem,124
K,Güleren,645
K,Gülergün,89
K,Gülerman,650
K,Gülersin,68
K,Güleryüz,41
K,Gülesen,442
K,Güley,22.989
K,Güleyha,62
K,Gülfüz,1.627
K,Gülfahri,81
K,Gülfatma,814
K,Gülfem,5.941
K,Gülfer,14.52
K,Gülferit,249
K,Gülfişan,69
K,Gülfidan,18.08
K,Gülfikar,1.729
K,Gülfiliz,109
K,Gülfiraz,3.108
K,Gülfiye,6.305
K,Gülgüle,967
K,Gülgün,7.013
K,Gülgüzel,140
K,Gülgez,2.568
K,Gülgonca,75
K,Gülhan,44.485
K,Gülhanım,42.82
K,Gülhar,90
K,Gülhas,414
K,Gülhatmi,125
K,Gülhatun,4.575
K,Gülhayat,1.872
K,Gülhuriye,48
K,Güli,38.1
K,Gülika,293
K,Gülin,2.861
K,Gülipek,111
K,Gülisraf,189
K,Gülistan,58.205
K,Güliye,1.306
K,Güliz,3.389
K,Gülka,94
K,Gülkız,7.866
K,Gülkadın,831
K,Gülkadem,316
K,Gülkader,102
K,Gülkan,237
K,Gülkaya,114
K,Gülkibar,325
K,Gülkiraz,62
K,Güllü,168.239
K,Güllüce,42
K,Güllabiye,390
K,Güllale,527
K,Gülle,112
K,Güller,13.836
K,Gülmüş,69
K,Gülmay,258
K,Gülmelek,138
K,Gülmen,408
K,Gülmetin,107
K,Gülmez,262
K,Gülmine,168
K,Gülminnet,235
K,Gülmira,72
K,Gülmisal,217
K,Gülnadiye,184
K,Gülnam,131
K,Gülname,3.141
K,Gülnar,2.253
K,Gülnaz,47.659
K,Gülnevin,64
K,Gülnigar,1.089
K,Gülnihal,2.139
K,Gülnihan,112
K,Gülnisa,223
K,Gülnuş,91
K,Gülnur,12.133
K,Gülo,483
K,Gülpınar,566
K,Gülpaşa,6.386
K,Gülpare,86
K,Gülpaze,251
K,Gülpembe,507
K,Gülperi,30.989
K,Gülrengi,116
K,Gülreyhan,189
K,Gülriz,232
K,Gülru,610
K,Gülsüm,236.206
K,Gülsün,20.15
K,Gülsabah,511
K,Gülsaniye,89
K,Gülsay,152
K,Gülsefa,2.579
K,Gülseher,4.982
K,Gülsel,2.507
K,Gülsema,595
K,Gülsemin,2.92
K,Gülsen,42.626
K,Gülsenem,3.957
K,Gülseren,85.994
K,Gülseven,5.23
K,Gülsevim,9.558
K,Gülsima,2.264
K,Gülsiye,1.838
K,Gülson,48
K,Gülsoy,77
K,Gülsu,287
K,Gülsultan,67
K,Gülsuzan,42
K,Gültaç,327
K,Gültamam,111
K,Gültaze,2.184
K,Gültek,83
K,Gültekin,2.081
K,Gülten,116.696
