Cinsiyet,İsim,Taşıyan Kişi Sayısı
K,Gülter,4.929
K,Gültop,156
K,Gülvade,361
K,Gülvart,30
K,Gülveşin,192
K,Gülveren,2.679
K,Gülyüz,356
K,Gülyaşar,963
K,Gülyağdı,197
K,Gülyan,171
K,Gülyane,32
K,Gülyar,311
K,Gülyasemin,83
K,Gülyaz,1.376
K,Gülyeter,1.625
K,Gülzade,12.585
K,Gülzehra,61
K,Gülzemin,495
K,Gülzerin,328
K,Gümüş,2.952
K,Gümeysa,3
K,Gümrah,149
K,Gün,221
K,Günaç,130
K,Günal,761
K,Günay,26.758
K,Günaydın,862
K,Günşen,123
K,Günce,228
K,Günci,131
K,Gündüz,1.19
K,Günday,27
K,Gündeş,30
K,Gündegül,61
K,Gündem,106
K,Gündoğdu,315
K,Güneş,19.487
K,Günel,901
K,Güner,27.771
K,Güneri,118
K,Güney,1.401
K,Güneysu,9
K,Günfer,239
K,Güngör,12.238
K,Güngül,117
K,Güngür,27
K,Güngüzel,32
K,Günhan,192
K,Güniz,404
K,Günnar,629
K,Günnaz,2.59
K,Günnur,4.887
K,Günsan,14
K,Günsel,3.38
K,Günseli,2.479
K,Günsen,156
K,Günser,751
K,Günsev,70
K,Günsu,126
K,Güntülü,62
K,Günten,73
K,Günyüz,51
K,Gürçin,152
K,Güray,479
K,Gürşan,60
K,Gürşen,359
K,Gürbüz,491
K,Gürcü,17.045
K,Gürcan,3.033
K,Gürcinaz,124
K,Gürcistan,33
K,Gürdal,90
K,Gürel,247
K,Gürhan,322
K,Gürkan,216
K,Gürsün,1.457
K,Gürsel,4.207
K,Gürselen,191
K,Gürsen,659
K,Gürsu,128
K,Gürten,205
K,Güven,997
K,Güvenç,63
K,Güver,237
K,Güzel,33.843
K,Güzelay,148
K,Güzella,75
K,Güzelnaz,38
K,Güzey,73
K,Güzide,14.533
K,Güzin,9.48
K,Gabriela,215
K,Gadriye,436
K,Gafure,4.837
K,Gaibe,15
K,Gaile,152
K,Galibe,650
K,Galime,131
K,Galina,625
K,Galiye,1.223
K,Gami,758
K,Gamze,36.55
K,Gandure,19
K,Ganime,26.222
K,Ganiye,846
K,Ganna,71
K,Garbiye,158
K,Gariban,195
K,Garibe,2.706
K,Garip,2.852
K,Garipşah,614
K,Garra,45
K,Gassun,535
K,Gayal,320
K,Gaybet,34
K,Gayde,656
K,Gaye,3.196
K,Gayile,58
K,Gayret,60
K,Gayse,81
K,Gazal,31.354
K,Gazali,7.881
K,Gazanfer,43
K,Gazap,150
K,Gaze,84
K,Gazi,1.401
K,Gazne,623
K,Gazule,81
K,Gazzo,125
K,Gediz,47
K,Geji,864
K,Gelengül,230
K,Gelin,95
K,Gelincik,35
K,Gemi,212
K,Gemra,736
K,Genç,44
K,Gencay,103
K,Gence,55
K,Genduha,205
K,Georgeta,169
K,Georgina,28
K,Gerçek,87
K,Gerda,49
K,Gerdan,350
K,Gerlinde,13
K,Germuşe,23
K,Gertrud,111
K,Geve,128
K,Gevez,2.45
K,Gevher,10.935
K,Gevri,7.118
K,Gevrişah,355
K,Geyik,813
K,Gezer,298
K,Gezi,512
K,Gezim,9
K,Gezizer,143
K,Gezo,177
K,Gişver,220
K,Gidişat,10
K,Gila,57
K,Gillian,23
K,Gina,48
K,Gisela,101
K,Gizem,15.105
K,Glikeria,10
K,Gloria,17
K,Gogi,379
K,Gonca,13.557
K,Goncagül,1.875
K,Gramatiki,13
K,Grasya,93
K,Greta,36
K,Gubba,68
K,Gudrun,25
K,Gufran,100
K,Guguli,36
K,Guguz,5
K,Gupse,53
K,Gurbet,16.791
K,Gurur,48
K,Gutne,132
K,Hıdra,96
K,Hıfziye,440
K,Hınar,778
K,Hınazant,33
K,Hıranuş,47
K,Hıssa,225
K,Hızım,407
K,Hızmalı,47
K,Höne,269
K,Hörü,10.058
K,Hüccet,116
K,Hüccey,40
K,Hüceste,156
K,Hüceyla,113
K,Hücret,129
K,Hücriye,149
K,Hüda,1.823
K,Hüdakar,130
K,Hüdase,180
K,Hüdaverdi,696
K,Hükminaz,129
K,Hülbiye,116
K,Hülya,186.62
K,Hümeyde,61
K,Hümeyla,56
K,Hümeyra,7.477
K,Hümezet,62
K,Hüner,353
K,Hüneyne,55
K,Hünkar,3.484
K,Hünnar,52
K,Hünney,150
K,Hüno,48
K,Hürü,35.174
K,Hürügüzel,51
K,Hürümelek,197
K,Hürüzan,32
K,Hürüziye,131
K,Hüray,128
K,Hürcan,308
K,Hürdes,462
K,Hüreyre,120
K,Hüreyya,101
K,Hürgül,27
K,Hürkiye,77
K,Hürmüz,9.709
K,Hürmet,3.243
K,Hürrem,1.297
K,Hürriyet,9.421
K,Hüsame,74
K,Hüseyne,110
K,Hüsme,155
K,Hüsnüşah,103
K,Hüsnücemal,604
K,Hüsnüdar,20
K,Hüsnügül,1.867
K,Hüsnümelek,150
K,Hüsnüperi,23
K,Hüsnaver,311
K,Hüsne,96.58
K,Hüsniye,69.193
K,Hüsra,144
K,Hüsran,297
K,Hüveyda,275
K,Hüveyla,238
K,Hüzün,87
K,Hüzeyca,371
K,Hüzeyme,935
K,Haşhaş,21
K,Haşime,1.454
K,Haşire,24
K,Haşiye,142
K,Habbe,118
K,Habiş,307
K,Habibe,107.388
K,Habik,84
K,Habile,97
K,Habize,165
K,Habo,135
K,Hacı,3.829
K,Hacıhanım,974
K,Hacıkız,1.319
K,Hacıkadın,1.66
K,Hacca,3.834
K,Haccer,17
K,Hacel,231
K,Hacer,282.14
K,Hacet,141
K,Hacey,475
K,Hacibe,48
K,Hacice,4.435
K,Hacile,2.48
K,Hacire,14.277
K,Haciye,416
K,Haco,882
K,Hacula,297
K,Hadduç,1.406
K,Hadide,57
K,Hadife,118
K,Hadika,901
K,Hadime,1.018
K,Hadise,1.745
K,Hadiye,16.467
K,Hadra,4.776
K,Hafide,675
K,Hafife,2.524
K,Hafiye,4.757
K,Hafize,130.672
K,Hafo,87
K,Hafsa,411
K,Hafsat,1.7
K,Hafsi,1.583
K,Hafso,198
K,Haftane,155
K,Hafure,1.059
K,Haile,83
K,Hakibar,960
K,Hakikat,570
K,Hakiki,14
K,Hakime,16.864
K,Hakimiye,92
K,Hakine,240
K,Hakipay,81
K,Hakiye,1.231
K,Hakka,13
K,Hakverdi,36
K,Hale,8.569
K,Halef,21
K,Halenur,382
K,Hali,128
K,Halibe,37
K,Halide,29.376
K,Halife,243
K,Halile,274
K,Halime,226.593
K,Halimi,4.93
K,Halise,52.347
K,Haliye,1.549
K,Halli,659
K,Hallum,372
K,Halve,438
K,Halya,165
K,Halyaz,70
K,Hamail,5.084
K,Hamami,1.501
K,Hamas,13
K,Hamşi,2.693
K,Hamdune,554
K,Hamdusena,84
K,Hame,98
K,Hamest,6
K,Hamey,64
K,Hami,1.898
K,Hamiş,151
K,Hamide,203.192
K,Hamile,694
K,Hamime,163
K,Hamire,1.127
K,Hamise,603
K,Hamiyet,32.722
K,Hamka,91
K,Hamma,680
K,Hamra,2.971
K,Hamsa,3.544
K,Hamuş,36
K,Hamur,35
K,Hamziye,232
K,Han,581
K,Hanım,225.161
K,Hanımşah,2.657
K,Hanımayşe,88
K,Hanımcık,737
K,Hanımcan,138
K,Hanımdudu,22
K,Hanımgül,173
K,Hanımkız,620
K,Hanımnaz,195
K,Hanımpaşa,174
K,Hanımzade,279
K,Hanımzer,2.203
K,Hanan,127
K,Hanarzu,367
K,Hanaslı,514
K,Hanbegi,178
K,Handan,24.797
K,Hande,9.737
K,Handenur,53
K,Hanedan,7
K,Haney,5.513
K,Hangül,1.207
K,Hani,9.486
K,Haniş,142
K,Hanife,388.905
K,Hanik,219
K,Hanimi,5.186
K,Hanise,630
K,Haniye,214
K,Hankiye,349
K,Hanko,87
K,Hankuşa,153
K,Hanna,430
K,Hannelore,50
K,Hannene,115
K,Hanni,227
K,Hannus,276
K,Hano,1.24
K,Hanpaşa,296
K,Hanperi,801
K,Hanpul,349
K,Hanse,9.264
K,Hanula,13
K,Hanzade,1.25
K,Hapılı,85
K,Hapşe,624
K,Hapka,842
K,Happa,1.402
K,Hapsi,59
K,Hapuş,24
K,Harba,174
K,Harbi,70
K,Harbinaz,1.197
K,Harbiye,3.882
K,Hare,86
K,Harice,89
K,Harika,2.891
K,Harikliya,49
K,Harire,28
K,Harise,127
K,Harize,22
K,Harsi,922
K,Has,141
K,Hasüne,48
K,Hasbike,764
K,Hasbiye,4.356
K,Hase,948
K,Hasene,6.355
K,Hasgül,1.74
K,Hashatun,1.667
K,Hasibe,87.378
K,Haside,85
K,Hasime,2.804
K,Hasine,16.72
K,Hasiye,1.867
K,Haskız,1.609
K,Haskar,1.541
K,Haslar,164
K,Haslet,57
K,Hasmiye,103
K,Hasret,12.045
K,Hasri,149
K,Hassi,2.844
K,Hatıra,541
K,Hatırnaz,80
K,Hatay,414
K,Hatayi,1.879
K,Hate,107
K,Hatem,6.141
K,Hati,1.187
K,Hatibe,420
K,Hatice,1.538.450 
K,Haticetülkübra,376
K,Hatike,1.371
K,Hatime,3.43
K,Hatiye,936
K,Hato,149
K,Hatuş,837
K,Hatuk,478
K,Hatun,111.816
K,Hatuncuk,2.034
K,Hatunkız,141
K,Havacan,158
K,Havade,258
K,Havadudu,340
K,Havagül,1.614
K,Havahan,2.126
K,Havahanım,44
K,Havahatun,41
K,Havana,20.762
K,Havşan,117
K,Haver,688
K,Havi,636
K,Havil,845
K,Haviye,392
K,Havle,2.353
K,Havuş,1.933
K,Havva,526.864
K,Havvali,1.507
K,Havvanur,686
K,Hayırlı,1.12
K,Hayal,3.379
K,Hayat,12.171
K,Hayatulnüfus,42
K,Hayazat,33
K,Haycan,470
K,Hayce,88
K,Hayda,16
K,Haydime,21
K,Hayfa,191
K,Hayfer,44
K,Haygül,14
K,Hayganuş,473
K,Hayguhi,166
K,Hayiç,335
K,Hayla,32
K,Haylaz,30
K,Hayliye,247
K,Hayman,22
K,Hayran,225
K,Hayransa,455
K,Hayret,1.379
K,Hayriş,205
K,Hayrinaz,299
K,Hayriye,255.211
K,Hayro,209
K,Hayrulbenat,18
K,Hayrun,116
K,Hayrunnisa,5.584
K,Haysi,13
K,Hayya,10
K,Hayzeran,362
K,Hayzete,88
K,Hazıka,22
K,Hazal,34.516
K,Hazan,525
K,Hazar,4.02
K,Hazime,6.934
K,Hazin,56
K,Hazine,1.868
K,Haziran,164
K,Hazire,146
K,Hazmi,540
K,Hazne,7.229
K,Haznedar,19
K,Hazra,376
K,Hazret,428
K,Hazure,5
K,Heather,13
K,Hebrize,110
K,Heci,1.516
K,Heda,83
K,Hedaker,25
K,Heddüç,18
K,Hede,120
K,Hedibe,830
K,Hedile,383
K,Hediye,125.993
K,Hedle,8.144
K,Hedo,1.43
K,Hedwig,43
K,Hegine,26
K,Heidi,72
K,Heike,24
K,Helal,109
K,Helga,131
K,Heli,144
K,Helin,520
K,Hemşire,55
K,Hemengül,386
K,Hemi,1.889
K,Hemişe,313
K,Hemra,407
K,Hemsile,439
K,Hemsiye,75
K,Hendrika,29
K,Henriette,62
K,Henva,96
K,Hepşen,112
K,Hepgül,136
K,Hephanım,27
K,Hera,38
K,Herat,98
K,Herdane,138
K,Herdem,9.589
K,Herdi,36
K,Heremsi,660
K,Herfiye,263
K,Hergül,243
K,Hermine,219
K,Herta,20
K,Hesna,15.634
K,Heval,184
K,Heves,2.718
K,Hevi,3.84
K,Heviş,227
K,Hevidar,36
K,Hevise,133
K,Hevla,170
K,Hevse,106
K,Heybet,2.527
K,Heybetullah,179
K,Heyifhan,194
K,Heyyam,24
K,Hezar,1.108
K,Hezi,788
K,Hezo,560
K,Hişri,174
K,Hibe,318
K,Hibetullah,16
K,Hicabiye,505
K,Hicare,158
K,Hicaziye,902
K,Hicran,13.331
K,Hicret,1.749
K,Hidayet,25.588
K,Hifşi,153
K,Hikmet,48.832
K,Hikmiye,2.036
K,Hilafet,18
K,Hilal,33.703
K,Hilan,341
K,Hilda,549
K,Hildegard,88
K,Hiliye,563
K,Hilkat,308
K,Hilmiye,13.974
K,Hilva,1.328
K,Himaye,225
K,Himmet,154
K,Hindicihan,15
K,Hindistan,118
K,Hindiye,1.461
K,Hinnar,106
K,Hino,173
K,Hisni,197
K,Hitame,108
K,Hitti,334
K,Hivda,113
K,Hivron,10
K,Hiyal,796
K,Hiyam,53
K,Hiyar,8
K,Hizami,100
K,Hizni,2.465
K,Hizret,444
K,Hoşada,102
K,Hoşgül,65
K,Hoşgün,65
K,Hoşgüzel,52
K,Hoşiye,17
K,Hoşkadem,165
K,Hoşnaz,803
K,Hoşnut,36
K,Hoda,400
K,Hodi,176
K,Hohi,750
K,Homak,169
K,Hopan,349
K,Hori,8.143
K,Hripsime,281
K,Hrisanti,16
K,Huçi,99
K,Hubeyra,16
K,Hubiye,56
K,Hubri,2.867
K,Hubu,60
K,Hucuz,287
K,Hude,292
K,Hudeyce,33
K,Huguette,14
K,Huhi,391
K,Hulasa,140
K,Hulfa,1.382
K,Hulika,202
K,Hulka,7
K,Hulkiye,1.486
K,Huluka,41
K,Huluser,140
K,Hulusiye,123
K,Hulviye,250
K,Huma,2.049
K,Humar,275
K,Humayun,1.172
K,Humra,767
K,Humrişan,491
K,Hunaf,1.322
K,Hunus,59
K,Huraman,32
K,Hurşi,157
K,Hurşide,871
K,Hurda,168
K,Hureyme,7
K,Huri,34.632
K,Hurişah,186
K,Hurişan,401
K,Hurişerif,67
K,Hurihan,1.029
K,Hurinaz,2.97
K,Hurinisa,97
K,Hurinur,25
K,Huriser,2.59
K,Hurisiman,358
K,Huriye,165.326
K,Hurizat,644
K,Hurma,624
K,Hurmaniye,68
K,Hurmi,896
K,Huto,43
K,Huzeyfe,132
K,Huzur,108
K,Işık,4.585
K,Işıl,9.383
K,Işılay,1.138
K,Işın,1.425
K,Işkın,78
K,Ilgım,65
K,Ilgın,570
K,Ilgaz,40
K,Ipılık,8
K,Iraz,9.907
K,Irmak,1.386
K,Itır,529
K,Jülide,2.446
K,Jülyet,242
K,Jadwiga,14
K,Jaklin,373
K,Jale,13.313
K,Jane,172
K,Janet,929
K,Janice,16
K,Janin,90
K,Janti,17
K,Jasmin,99
K,Jbid,38
K,Jean,128
K,Jennifer,95
K,Jermen,84
K,Jessica,37
K,Jilda,103
K,Jinda,6
K,Jinev,22
K,Jiyan,195
K,Joelle,22
K,Joyce,33
K,Jozefin,182
K,Jozet,27
K,Judith,86
K,Jujuna,20
K,Jule,72
K,Julia,408
K,Juliana,103
K,June,25
K,Jutta,51
K,Kılıç,94
K,Kılaptan,167
K,Kıllı,102
K,Kına,329
K,Kınalı,738
K,Kırmısiye,232
K,Kırmızı,162
K,Kırmızıgül,23
K,Kısmet,4.819
K,Kıvılcım,423
K,Kıvanç,202
K,Kıyafet,4.378
K,Kıyamet,22
K,Kıyaset,26
K,Kıymet,87.485
K,Kız,407
K,Kızılırmak,3
K,Kızılcan,10
K,Kızılgül,154
K,Kızılkan,2
K,Kızıltan,18
K,Kızbes,962
K,Kızey,119
K,Kızhanım,1.134
K,Kızlarbeyi,134
K,Kızlarhanım,139
K,Kıznaz,18
K,Kıztamam,74
K,Kızyeter,882
K,Köçeri,8.332
K,Köşenagu,25
K,Köksal,158
K,Köpük,689
K,Körpe,100
K,Köser,66
K,Küçük,2.07
K,Küçükhanım,360
K,Küçükkız,30
K,Kübar,1.733
K,Kübare,130
K,Kübra,49.124
K,Küpeli,92
K,Kürdey,83
K,Kürdistan,8
K,Kürsiye,114
K,Küsüm,285
K,Kütük,112
K,Kütahi,104
K,Kaçuhi,5
K,Kaşem,246
K,Kaşife,481
K,Kaşkal,92
K,Kabakız,6
K,Kabe,64
K,Kabehan,476
K,Kabile,49
K,Kabiye,155
K,Kadın,19.692
K,Kadıncık,282
K,Kaddure,16
K,Kadem,2.218
K,Kaden,98
K,Kader,23.803
K,Kadişe,234
K,Kadife,10.575
K,Kadime,2.346
K,Kadire,3.715
K,Kadriye,244.296
K,Kaduş,111
K,Kafiye,11.103
K,Kahire,72
K,Kahle,1.514
K,Kaide,76
K,Kaime,95
K,Kakil,66
K,Kalbinur,12
K,Kalbiye,922
K,Kalem,143
K,Kalemi,24
K,Kalemzer,287
K,Kalender,64
K,Kalime,373
K,Kalo,99
K,Kalpten,32
K,Kalsın,126
K,Kalyopi,92
K,Kamala,46
K,Kamelya,91
K,Kamer,16.387
K,Kamerşah,66
K,Kamere,142
K,Kameriye,346
K,Kamerruh,354
K,Kamet,62
K,Kamile,89.461
K,Kamsiye,98
K,Kamuran,9.938
K,Kanaat,94
K,Kanarya,101
K,Kanat,24
K,Kanber,128
K,Kanco,87
K,Kandef,56
K,Kandefer,106
K,Kandile,239
K,Kandiye,43
K,Kania,571
K,Kaniş,21
K,Kanitat,43
K,Kanite,105
K,Kaniye,9.855
K,Kanizat,25
K,Kanize,205
K,Kannu,238
K,Kantar,306
K,Kanto,54
K,Kantura,23
K,Kara,212
K,Karı,302
K,Karabiber,5
K,Karaca,35
K,Karademir,7
K,Karagöz,56
K,Karahan,33
K,Karakız,1.232
K,Karakaş,1.491
K,Karakuş,25
K,Karaman,25
K,Karanfil,2.746
K,Karar,325
K,Karbeyaz,25
K,Kardelen,130
K,Kari,622
K,Karibe,440
K,Karin,473
K,Karlıgaş,11
K,Karolin,279
K,Karra,16
K,Karun,4
K,Kaside,1.338
K,Kasime,194
K,Katerina,922
K,Katibe,11.11
K,Katina,160
K,Katiye,67
K,Katya,142
K,Kavi,281
K,Kaya,3.257
K,Kayahan,27
K,Kayane,32
K,Kayhan,91
K,Kaymak,2.044
K,Kayoş,158
K,Kayra,15
K,Kayser,468
K,Kayseri,25
K,Kaytan,212
K,Kazi,2.327
K,Kazibe,625
K,Kazime,2.55
K,Kazmura,100
K,Keçi,173
K,Kebire,8.172
K,Kebiz,472
K,Kebuter,12
K,Keder,84
K,Kefe,513
K,Keganuş,16
K,Keguhi,21
K,Kehriban,258
K,Kehribar,764
K,Keji,2.279
K,Keklife,67
K,Keklik,1.822
K,Keleş,75
K,Kelebek,7
K,Kelim,103
K,Kelime,1.368
K,Kelsume,691
K,Kemale,1.02
K,Kemaliye,2.053
K,Keman,143
K,Kemandar,39
K,Kemer,154
K,Kenşe,54
K,Kendi,42
K,Kendinur,100
K,Kenture,33
K,Keramet,104
K,Keriman,9.992
K,Kerime,35.024
K,Kermuş,49
K,Kerra,58
K,Kerzan,11
K,Kerziban,4.572
K,Kerzik,1.301
K,Keser,3.404
K,Kesire,282
K,Keski,790
K,Keskin,94
K,Kesra,470
K,Kessüme,893
K,Kestane,19
K,Ketayin,744
K,Kete,127
K,Keten,99
K,Ketevan,41
K,Ketrin,264
K,Kevar,122
K,Kevi,7.16
K,Kevkep,877
K,Kevo,137
K,Kevser,42.208
K,Keyfi,142
K,Keyni,81
K,Keysume,8
K,Kezi,1.552
K,Keziban,291.413
K,Kezik,1.321
K,Kezili,90
K,Kezo,162
K,Kişmiş,713
K,Kibar,26.895
K,Kibriye,4.824
K,Kifayet,5.837
K,Kimet,1.561
K,Kimya,1.01
K,Kinar,64
K,Kinayet,35
K,Kinni,1.931
K,Kirşan,60
K,Kiraz,31.155
K,Kiryakiça,87
K,Kitabiye,102
K,Kitan,1.569
K,Kitti,45
K,Klara,396
K,Klemans,21
K,Klementina,2
K,Kleopatra,14
K,Kofi,74
K,Koharik,360
K,Kohen,21
K,Koli,80
K,Koncafer,300
K,Konya,289
K,Koray,121
K,Korin,114
K,Kostantinya,61
K,Koyun,76
K,Kozet,8
K,Kozi,56
K,Ksenia,19
K,Kuğu,30
K,Kudi,130
K,Kudret,49.273
K,Kukuş,740
K,Kukuk,260
K,Kuli,679
K,Kulilk,83
K,Kumaş,340
K,Kumeyre,65
K,Kumi,220
K,Kumral,191
K,Kumri,18.605
K,Kumsal,89
K,Kunduz,18
K,Kurban,120
K,Kurbet,171
K,Kurdele,29
K,Kurt,112
K,Kurtboğan,3
K,Kurthan,31
K,Kurthanım,280
K,Kurtuluş,416
K,Kurultay,12
K,Kutır,45
K,Kutay,26
K,Kuti,1.157
K,Kutlay,252
K,Kutlu,417
K,Kutsal,156
K,Kutsiye,699
K,Löze,47
K,Lübeyne,15
K,Lübeze,42
K,Lüksiye,84
K,Lülü,156
K,Lüle,24
K,Lümniye,5
K,Lüser,25
K,Lüset,23
K,Lüsyen,57
K,Lütfiye,115.078
K,Laçın,566
K,Lacramioara,25
K,Ladiş,151
K,Lahibe,5
K,Lahika,55
K,Lahuri,105
K,Lala,734
K,Lale,19.058
K,Laleş,232
K,Lalender,192
K,Lali,1.227
K,Lalihan,2.685
K,Lalizer,4.432
K,Lalo,57
K,Laman,296
K,Lamara,31
K,Lamia,12.282
K,Lamiha,396
K,Lamise,2
K,Lamiser,122
K,Lana,16
K,Lara,149
K,Larisa,245
K,Latife,52.959
K,Lato,16
K,Lavanta,38
K,Layiha,481
K,Layika,1.567
K,Laze,10
K,Lazime,155
K,Lebahat,120
K,Lebiş,165
K,Lebibe,2.368
K,Lebide,40
K,Lebriz,44
K,Leda,86
K,Lefika,586
K,Lefize,55
K,Leman,36.177
K,Lemanur,200
K,Lemide,192
K,Lemziye,295
K,Lena,145
K,Lenuta,43
K,Leonora,20
K,Lerna,110
K,Lerzan,765
K,Lesley,38
K,Letafet,851
K,Letice,118
K,Letisya,22
K,Leto,25
K,Levana,9
K,Levent,303
K,Levha,42
K,Levhiye,197
K,Levi,19
K,Levin,350
K,Levziye,282
K,Leya,265
K,Leyüze,185
K,Leydi,12
K,Leyhan,75
K,Leyla,201.007
K,Leylak,20
K,Leyli,5.979
K,Leylifer,3.488
K,Leylihan,104
K,Leymun,1.419
K,Lezife,25
K,Leziye,67
K,Lezize,271
K,Lia,19
K,Liana,60
K,Libabe,79
K,Libade,59
K,Libas,1.089
K,Liber,22
K,Liboş,4
K,Lider,37
K,Lidia,358
K,Ligar,82
K,Lijbah,12
K,Lika,12
K,Lilay,65
K,Lili,517
K,Liman,601
K,Limon,818
K,Limonya,7
K,Lina,193
K,Linda,642
K,Lindita,9
K,Linet,96
K,Liriya,76
K,Lisan,305
K,Lisangül,76
K,Livaze,1.328
K,Livia,20
K,Liyuze,28
K,Liza,478
K,Lola,35
K,Lora,226
K,Lorans,30
K,Loredana,26
K,Loretta,23
K,Lorin,57
K,Loris,63
K,Lorraine,27
K,Louise,543
K,Luba,287
K,Lucia,121
K,Lucica,22
K,Lucretia,25
K,Ludmila,692
K,Lule,36
K,Luminita,44
K,Luna,274
K,Lusanuş,7
K,Lusaper,102
K,Lusi,522
K,Lusik,91
K,Lusin,228
K,Lusintak,41
K,Lusvart,12
K,Luup,467
K,Lyubov,353
K,Mırra,30
K,Mısırhan,99
K,Mısra,133
K,Müşahide,39
K,Müşani,48
K,Müşerref,43.183
K,Müşfika,2.287
K,Müşide,962
K,Müşire,1.057
K,Müşkile,158
K,Müşkinaz,2.188
K,Müşkiye,133
K,Müşra,75
K,Müşrika,678
K,Müşriye,118
K,Müşteba,67
K,Müşteri,36
K,Mübaşire,58
K,Mübarek,242
K,Mübeşşire,185
K,Mübeccel,10.115
K,Mübehher,168
K,Müberra,11.567
K,Mübeyyen,1.473
K,Mübin,635
K,Mücadele,20
K,Mücahide,1.378
K,Mücehhez,23
K,Mücella,7.244
K,Mücerret,54
K,Mücessem,769
K,Mücevher,3.568
K,Müdüriye,86
K,Müdebbire,57
K,Müdessir,84
K,Müdrike,175
K,Müeddep,43
K,Müennes,21
K,Müeyyet,526
K,Müferrah,403
K,Müfide,9.11
K,Müfret,99
K,Müftela,87
K,Müge,10.198
K,Müheyya,85
K,Mühibe,6.405
K,Mühre,24
K,Müjdat,40
K,Müjde,5.545
K,Müjdear,65
K,Müjgan,21.87
K,Mükafat,472
K,Mükemmel,10
K,Müker,102
K,Mükerrem,29.846
K,Mükerrer,38
K,Mükrime,2.773
K,Mülayim,699
K,Müleyke,26
K,Mülhime,327
K,Mülki,264
K,Mülkibar,403
K,Mülkicihan,122
K,Mülkinaz,4.739
K,Mülkiye,11.809
K,Mümüş,208
K,Mümine,32.568
K,Mümtaze,1.544
K,Münadiye,1.467
K,Münasip,329
K,Müncübe,414
K,Münciye,579
K,Müne,1.028
K,Münesser,480
K,Münevver,142.886
K,Münezzeh,80
K,Münibe,3.117
K,Münife,3.292
K,Münire,62.695
K,Münteha,4.121
K,Münyet,30
K,Müptela,90
K,Mürüvvet,81.391
K,Mürşen,110
K,Mürşide,13.285
K,Mürcan,51
K,Mürebbiye,96
K,Müren,60
K,Müreste,108
K,Mürfet,540
K,Müride,781
K,Mürre,19
K,Mürsel,1.478
K,Mürsiye,66
K,Mürver,174
K,Müsade,785
K,Müsaviye,39
K,Müsbet,86
K,Müsebbiye,1.519
K,Müselma,374
K,Müsemma,797
K,Müsep,30
K,Müsevver,190
K,Müsfire,120
K,Müsire,48
K,Müslüme,15.663
K,Müslifer,98
K,Müsliman,27
K,Müsliye,289
K,Müsnet,12
K,Müstakime,687
K,Müstesna,131
K,Mütezim,301
K,Mütmine,32
K,Müveddet,3.767
K,Müyesser,35.531
K,Müzdelife,440
K,Müzehher,2.647
K,Müzekker,158
K,Müzeyfe,122
K,Müzeyne,29
K,Müzeyyen,117.605
K,Müzeyyin,60
K,Müzide,158
K,Maüssema,10
K,Maşallah,5.481
K,Mağdure,12
K,Maşide,1.061
K,Maşikar,168
K,Maşuka,466
K,Mabel,14
K,Maber,231
K,Mabet,11
K,Mabude,42
K,Macar,107
K,Macide,12.458
K,Macun,32
K,Madımak,47
K,Madelet,186
K,Mader,80
K,Madide,73
K,Madlen,292
K,Madona,11
K,Mafer,159
K,Mafile,119
K,Mafire,1.22
K,Mafiye,1.249
K,Magdalena,130
K,Maha,341
K,Mahabat,20
K,Maharet,24
K,Mahbup,12.603
K,Mahcebin,126
K,Mahcemal,111
K,Mahcube,52
K,Mahdume,247
K,Mahfiye,47
K,Mahfuze,1.598
K,Mahi,7.875
K,Mahiş,102
K,Mahişeker,2.625
K,Mahican,248
K,Mahide,8.895
K,Mahigül,2.413
K,Mahinaz,117
K,Mahinur,8.593
K,Mahire,6.856
K,Mahistan,28
K,Mahiye,7.443
K,Mahizer,4.453
K,Mahküme,33
K,Mahmiri,346
K,Mahmudiye,1.1
K,Mahmure,13.005
K,Mahperi,1.329
K,Mahperuz,764
K,Mahpeyker,278
K,Mahruse,21
K,Mahruze,351
K,Mahsude,244
K,Mahsune,172
K,Mahsure,118
K,Mahtume,310
K,Mahur,58
K,Mahuze,20
K,Mahver,47
K,Mahyıldız,45
K,Maide,4.264
K,Maile,2.169
K,Makber,101
K,Makbule,178.497
K,Makbuze,60
K,Makfire,0
K,Makrine,13
K,Makruhi,208
K,Maksude,6.111
K,Maksume,41
K,Maksure,77
K,Makture,68
K,Makul,1.076
K,Malhun,13
K,Malka,96
K,Malvina,23
K,Mama,289
K,Mamık,71
K,Mamaş,78
K,Maman,30
K,Mambiz,18
K,Mami,142
K,Mamile,34
K,Mamine,32
K,Mamire,132
K,Mamule,33
K,Mamure,1.993
K,Manana,60
K,Manas,11
K,Mannik,100
K,Manolya,691
K,Mantık,200
K,Mantar,139
K,Manuşak,212
K,Manuela,63
K,Mara,40
K,Marcela,70
K,Mardin,74
K,Mardiye,105
K,Margaret,882
K,Mari,1.77
K,Maria,3.149
K,Mariana,457
K,Marice,27
K,Marieta,43
K,Marifet,2.848
K,Marika,244
K,Marina,795
K,Marioara,60
K,Marion,46
K,Marisa,128
K,Mariye,2.215
K,Mariyete,307
K,Marlen,96
K,Marlis,11
K,Maro,31
K,Marta,384
K,Martı,39
K,Martina,79
K,Marufe,233
K,Maryam,1.211
K,Maryanti,31
K,Marziye,5.486
K,Maslahat,45
K,Masume,1.016
K,Matem,38
K,Mati,21
K,Matia,217
K,Matild,45
